Year,County,Med_Tax_Rev,Rec_Tax_Rev
2020,Lake,0.0,0.0
2020,Baca,0.0,0.0
2020,La Plata,0.0,0.0
2020,Sum of NR Counties,42994.0,0.0
2020,Larimer,30226.0,0.0
2020,Conejos,0.0,0.0
2020,Jefferson,46958.0,0.0
2020,Routt,5583.0,0.0
2020,Conejos,0.0,0.0
2020,Douglas,0.0,0.0
2020,Montezuma,0.0,0.0
2020,Las Animas,1313.0,0.0
2020,Elbert,0.0,0.0
2020,Rio Grande,0.0,0.0
2020,Delta,0.0,0.0
2020,Lincoln,0.0,0.0
2020,Gunnison,0.0,0.0
2020,Park,0.0,0.0
2020,Boulder,32503.0,0.0
2020,Phillips,0.0,0.0
2020,Clear Creek,0.0,0.0
2020,Larimer,24314.0,0.0
2020,Morgan,0.0,0.0
2020,Boulder,39652.0,0.0
2020,Teller,0.0,0.0
2020,Kiowa,0.0,0.0
2020,Ouray,0.0,0.0
2020,Phillips,0.0,0.0
2020,Morgan,0.0,0.0
2020,Rio Blanco,0.0,0.0
2020,Clear Creek,0.0,0.0
2020,Denver,479846.0,0.0
2020,Sedgwick,0.0,0.0
2020,Dolores,0.0,0.0
2020,Pueblo,43256.0,0.0
2020,Montrose,0.0,0.0
2020,Summit,0.0,0.0
2020,Denver,524216.0,0.0
2020,San Miguel,0.0,0.0
2020,San Juan,0.0,0.0
2020,Custer,0.0,0.0
2020,Montezuma,0.0,0.0
2020,Prowers,0.0,0.0
2020,Montrose,0.0,0.0
2020,Las Animas,1383.0,0.0
2020,Boulder,37174.0,0.0
2020,Costilla,0.0,0.0
2020,Gilpin,0.0,0.0
2020,Montezuma,0.0,0.0
2020,Kiowa,0.0,0.0
2020,Grand,0.0,0.0
2020,Baca,0.0,0.0
2020,Denver,522761.0,0.0
2020,Otero,0.0,0.0
2020,Arapahoe,31253.0,0.0
2020,Cheyenne,0.0,0.0
2020,Lincoln,0.0,0.0
2020,Washington,0.0,0.0
2020,El Paso,410098.0,0.0
2020,Jackson,0.0,0.0
2020,Delta,0.0,0.0
2020,Mineral,0.0,0.0
2020,Garfield,3435.0,0.0
2020,Rio Grande,0.0,0.0
2020,Phillips,0.0,0.0
2020,Rio Blanco,0.0,0.0
2020,Moffat,0.0,0.0
2020,Archuleta,0.0,0.0
2020,Summit,0.0,0.0
2020,Prowers,0.0,0.0
2020,Weld,10265.0,0.0
2020,Larimer,21216.0,0.0
2020,San Miguel,0.0,0.0
2020,Pitkin,0.0,0.0
2020,Gunnison,0.0,0.0
2020,Routt,5830.0,0.0
2020,Logan,0.0,0.0
2020,Adams,0.0,0.0
2020,Douglas,0.0,0.0
2020,Mesa,0.0,0.0
2020,Lake,0.0,0.0
2020,Dolores,0.0,0.0
2020,Conejos,0.0,0.0
2020,Sum of NR Counties,36439.0,0.0
2020,Rio Grande,0.0,0.0
2020,Elbert,0.0,0.0
2020,Hinsdale,0.0,0.0
2020,Yuma,0.0,0.0
2020,La Plata,0.0,0.0
2020,Clear Creek,0.0,0.0
2020,Las Animas,1051.0,0.0
2020,Jefferson,49815.0,0.0
2020,Custer,0.0,0.0
2020,Garfield,3134.0,0.0
2020,Ouray,0.0,0.0
2020,Eagle,3484.0,0.0
2020,Teller,0.0,0.0
2020,Kit Carson,0.0,0.0
2020,Broomfield,0.0,0.0
2020,Crowley,0.0,0.0
2020,Morgan,0.0,0.0
2020,Mineral,0.0,0.0
2020,Huerfano,0.0,0.0
2020,Rio Blanco,0.0,0.0
2020,Sedgwick,0.0,0.0
2020,Pueblo,22057.0,0.0
2020,San Juan,0.0,0.0
2020,Phillips,0.0,0.0
2020,Alamosa,0.0,0.0
2020,Saguache,0.0,0.0
2020,Park,0.0,0.0
2020,Fremont,0.0,0.0
2020,Denver,580148.0,0.0
2020,Ouray,0.0,0.0
2020,Jefferson,52744.0,0.0
2020,Douglas,0.0,0.0
2020,Fremont,0.0,0.0
2020,Larimer,22638.0,0.0
2020,Huerfano,0.0,0.0
2020,Conejos,0.0,0.0
2020,Archuleta,0.0,0.0
2020,Lake,0.0,0.0
2020,Gunnison,0.0,0.0
2020,Broomfield,0.0,0.0
2020,Pitkin,0.0,0.0
2020,Boulder,33222.0,0.0
2020,Logan,0.0,0.0
2020,Kit Carson,0.0,0.0
2020,Lincoln,0.0,0.0
2020,Las Animas,1076.0,0.0
2020,Delta,0.0,0.0
2020,Sedgwick,0.0,0.0
2020,Otero,0.0,0.0
2020,Yuma,0.0,0.0
2020,Hinsdale,0.0,0.0
2020,Grand,0.0,0.0
2020,Moffat,0.0,0.0
2020,Crowley,0.0,0.0
2020,Lincoln,0.0,0.0
2020,Pitkin,0.0,0.0
2020,Park,0.0,0.0
2020,Douglas,0.0,0.0
2020,Washington,0.0,0.0
2020,Denver,532348.0,0.0
2020,La Plata,0.0,0.0
2020,Archuleta,0.0,0.0
2020,Fremont,8732.0,0.0
2020,Jackson,0.0,0.0
2020,Dolores,0.0,0.0
2020,Kiowa,0.0,0.0
2020,Baca,0.0,0.0
2020,El Paso,435832.0,0.0
2020,Prowers,0.0,0.0
2020,Routt,0.0,0.0
2020,San Miguel,0.0,0.0
2020,Elbert,0.0,0.0
2020,Montrose,0.0,0.0
2020,Arapahoe,33150.0,0.0
2020,Morgan,0.0,0.0
2020,Adams,0.0,0.0
2020,Washington,0.0,0.0
2020,Clear Creek,0.0,0.0
2020,Hinsdale,0.0,0.0
2020,Saguache,0.0,0.0
2020,San Juan,0.0,0.0
2020,La Plata,0.0,0.0
2020,Dolores,0.0,0.0
2020,Chaffee,0.0,0.0
2020,Weld,10226.0,0.0
2020,Bent,0.0,0.0
2020,Sum of NR Counties,41759.0,0.0
2020,Park,0.0,0.0
2020,Moffat,0.0,0.0
2020,Crowley,0.0,0.0
2020,Pueblo,26425.0,0.0
2020,Eagle,3579.0,0.0
2020,Gilpin,0.0,0.0
2020,Cheyenne,0.0,0.0
2020,Baca,0.0,0.0
2020,Grand,0.0,0.0
2020,Teller,0.0,0.0
2020,Mesa,0.0,0.0
2020,Alamosa,0.0,0.0
2020,Costilla,0.0,0.0
2020,Jackson,0.0,0.0
2020,Custer,0.0,0.0
2020,Summit,0.0,0.0
2020,Fremont,0.0,0.0
2020,Bent,0.0,0.0
2020,Cheyenne,0.0,0.0
2020,Huerfano,0.0,0.0
2020,Bent,0.0,0.0
2020,Cheyenne,0.0,0.0
2020,Custer,0.0,0.0
2020,Crowley,0.0,0.0
2020,Otero,0.0,0.0
2020,Delta,0.0,0.0
2020,Boulder,31510.0,0.0
2020,Kiowa,0.0,0.0
2020,Phillips,0.0,0.0
2020,Teller,0.0,0.0
2020,Jackson,0.0,0.0
2020,Archuleta,0.0,0.0
2020,Eagle,2955.0,0.0
2020,Denver,315554.0,0.0
2020,Summit,0.0,0.0
2020,Saguache,0.0,0.0
2020,Pitkin,0.0,0.0
2020,Montrose,0.0,0.0
2020,San Miguel,0.0,0.0
2020,Garfield,2051.0,0.0
2020,Las Animas,745.0,0.0
2020,Grand,0.0,0.0
2020,Logan,0.0,0.0
2020,Hinsdale,0.0,0.0
2020,Yuma,0.0,0.0
2020,Douglas,0.0,0.0
2020,El Paso,236843.0,0.0
2020,Kit Carson,0.0,0.0
2020,La Plata,0.0,0.0
2020,Baca,0.0,0.0
2020,Jefferson,37797.0,0.0
2020,Lincoln,0.0,0.0
2020,Moffat,0.0,0.0
2020,Washington,0.0,0.0
2020,Ouray,0.0,0.0
2020,Sum of NR Counties,23601.0,0.0
2020,Mesa,0.0,0.0
2020,Morgan,0.0,0.0
2020,Mineral,0.0,0.0
2020,Archuleta,0.0,0.0
2020,Baca,0.0,0.0
2020,Weld,8031.0,0.0
2020,Broomfield,0.0,0.0
2020,Yuma,0.0,0.0
2020,Delta,0.0,0.0
2020,Montezuma,0.0,0.0
2020,Washington,0.0,0.0
2020,Dolores,0.0,0.0
2020,Gilpin,0.0,0.0
2020,Lincoln,0.0,0.0
2020,Gunnison,0.0,0.0
2020,Pueblo,18012.0,0.0
2020,Conejos,0.0,0.0
2020,Dolores,0.0,0.0
2020,Montezuma,0.0,0.0
2020,Adams,16934.0,0.0
2020,Fremont,0.0,0.0
2020,Sedgwick,0.0,0.0
2020,Arapahoe,23241.0,0.0
2020,Mesa,0.0,0.0
2020,Rio Grande,0.0,0.0
2020,Lake,0.0,0.0
2020,Chaffee,0.0,0.0
2020,Broomfield,0.0,0.0
2020,Elbert,0.0,0.0
2020,Park,0.0,0.0
2020,Rio Blanco,0.0,0.0
2020,Prowers,0.0,0.0
2020,Gilpin,0.0,0.0
2020,Routt,4282.0,0.0
2020,Mineral,0.0,0.0
2020,Clear Creek,0.0,0.0
2020,San Miguel,0.0,0.0
2020,Kit Carson,0.0,0.0
2020,Washington,0.0,0.0
2020,Kiowa,0.0,0.0
2020,Yuma,0.0,0.0
2020,Elbert,0.0,0.0
2020,Alamosa,0.0,0.0
2020,Sedgwick,0.0,0.0
2020,Archuleta,0.0,0.0
2020,Delta,0.0,0.0
2020,Fremont,0.0,0.0
2020,Montrose,0.0,0.0
2020,Gilpin,0.0,0.0
2020,Clear Creek,0.0,0.0
2020,San Juan,0.0,0.0
2020,Rio Grande,0.0,0.0
2020,Ouray,0.0,0.0
2020,Baca,0.0,0.0
2020,Phillips,0.0,0.0
2020,Douglas,0.0,0.0
2020,Mesa,0.0,0.0
2020,La Plata,0.0,0.0
2020,Mineral,0.0,0.0
2020,Broomfield,0.0,0.0
2020,Grand,0.0,0.0
2020,Lake,0.0,0.0
2020,Dolores,0.0,0.0
2020,Saguache,0.0,0.0
2020,Moffat,0.0,0.0
2020,Huerfano,0.0,0.0
2020,Lincoln,0.0,0.0
2020,Conejos,0.0,0.0
2020,Cheyenne,0.0,0.0
2020,Otero,0.0,0.0
2020,Pueblo,21924.0,0.0
2020,Park,0.0,0.0
2020,Custer,0.0,0.0
2020,Denver,332252.0,0.0
2020,Pueblo,24781.0,0.0
2020,Arapahoe,26176.0,0.0
2020,Jefferson,52654.0,0.0
2020,El Paso,504474.0,0.0
2020,Eagle,3973.0,0.0
2020,Summit,0.0,0.0
2020,Routt,4310.0,0.0
2020,Boulder,35498.0,0.0
2020,Alamosa,0.0,0.0
2020,Costilla,0.0,0.0
2020,San Juan,0.0,0.0
2020,Larimer,21136.0,0.0
2020,Morgan,0.0,0.0
2020,Pitkin,2048.0,0.0
2020,Weld,8826.0,0.0
2020,Las Animas,762.0,0.0
2020,Adams,19848.0,0.0
2020,Bent,0.0,0.0
2020,Prowers,0.0,0.0
2020,Hinsdale,0.0,0.0
2020,Costilla,0.0,0.0
2020,Rio Blanco,0.0,0.0
2020,Chaffee,0.0,0.0
2020,Crowley,0.0,0.0
2020,Jackson,0.0,0.0
2020,Montezuma,0.0,0.0
2020,Teller,0.0,0.0
2020,Gunnison,0.0,0.0
2020,Morgan,0.0,0.0
2020,Larimer,22888.0,0.0
2020,Sum of NR Counties,25519.0,0.0
2020,Garfield,4081.0,0.0
2020,Logan,0.0,0.0
2020,El Paso,362281.0,0.0
2020,Boulder,34790.0,0.0
2020,Costilla,0.0,0.0
2020,Broomfield,0.0,0.0
2020,Kit Carson,0.0,0.0
2020,Boulder,17303.0,0.0
2020,Denver,349663.0,0.0
2020,Mesa,0.0,0.0
2020,Phillips,0.0,0.0
2020,Prowers,0.0,0.0
2020,Fremont,0.0,0.0
2020,Conejos,0.0,0.0
2020,Eagle,0.0,0.0
2020,Lincoln,0.0,0.0
2020,La Plata,0.0,0.0
2020,San Juan,0.0,0.0
2020,Delta,0.0,0.0
2020,Summit,0.0,0.0
2020,Yuma,0.0,0.0
2020,Douglas,0.0,0.0
2020,Grand,0.0,0.0
2020,Clear Creek,0.0,0.0
2020,Park,0.0,0.0
2020,Cheyenne,0.0,0.0
2020,Alamosa,0.0,0.0
2020,Sum of NR Counties,37268.0,0.0
2020,Moffat,0.0,0.0
2020,Teller,0.0,0.0
2020,Crowley,0.0,0.0
2020,Ouray,0.0,0.0
2020,Arapahoe,24869.0,0.0
2020,Jefferson,36799.0,0.0
2020,Logan,0.0,0.0
2020,Costilla,0.0,0.0
2020,Dolores,0.0,0.0
2020,Adams,19289.0,0.0
2020,Archuleta,0.0,0.0
2020,Elbert,0.0,0.0
2020,Routt,0.0,0.0
2020,Gunnison,0.0,0.0
2020,Otero,0.0,0.0
2020,Lincoln,0.0,0.0
2020,Washington,0.0,0.0
2020,Yuma,0.0,0.0
2020,Pitkin,0.0,0.0
2020,Chaffee,0.0,0.0
2020,Hinsdale,0.0,0.0
2020,San Miguel,0.0,0.0
2020,San Juan,0.0,0.0
2020,Eagle,5932.0,0.0
2020,Weld,15115.0,0.0
2020,Lake,0.0,0.0
2020,Mesa,0.0,0.0
2020,Grand,0.0,0.0
2020,Montezuma,0.0,0.0
2020,Alamosa,0.0,0.0
2020,Crowley,0.0,0.0
2020,Otero,0.0,0.0
2020,Lake,0.0,0.0
2020,El Paso,283705.0,0.0
2020,Prowers,0.0,0.0
2020,Adams,25630.0,0.0
2020,Archuleta,0.0,0.0
2020,Bent,0.0,0.0
2020,Custer,0.0,0.0
2020,Jackson,0.0,0.0
2020,Park,0.0,0.0
2020,Douglas,0.0,0.0
2020,Jefferson,50664.0,0.0
2020,Montrose,0.0,0.0
2020,La Plata,0.0,0.0
2020,Logan,0.0,0.0
2020,Morgan,0.0,0.0
2020,Saguache,0.0,0.0
2020,Baca,0.0,0.0
2020,San Miguel,0.0,0.0
2020,Gunnison,0.0,0.0
2020,Las Animas,695.0,0.0
2020,El Paso,232258.0,0.0
2020,Otero,0.0,0.0
2020,San Miguel,0.0,0.0
2020,Garfield,3282.0,0.0
2020,Elbert,0.0,0.0
2020,Douglas,0.0,0.0
2020,Cheyenne,0.0,0.0
2020,Prowers,0.0,0.0
2020,Lake,0.0,0.0
2020,Routt,4016.0,0.0
2020,Denver,309396.0,0.0
2020,Saguache,0.0,0.0
2020,Larimer,19942.0,0.0
2020,Sedgwick,0.0,0.0
2020,Ouray,0.0,0.0
2020,Weld,8066.0,0.0
2020,San Juan,0.0,0.0
2020,Grand,0.0,0.0
2020,Rio Blanco,0.0,0.0
2020,Clear Creek,0.0,0.0
2020,Teller,0.0,0.0
2020,Eagle,2908.0,0.0
2020,Alamosa,0.0,0.0
2020,Moffat,0.0,0.0
2020,Phillips,0.0,0.0
2020,Park,0.0,0.0
2020,Jefferson,37116.0,0.0
2020,Adams,17012.0,0.0
2020,Conejos,0.0,0.0
2020,Pitkin,0.0,0.0
2020,Rio Grande,0.0,0.0
2020,Jackson,0.0,0.0
2020,Summit,0.0,0.0
2020,Kiowa,0.0,0.0
2020,Custer,0.0,0.0
2020,Rio Grande,0.0,0.0
2020,Las Animas,0.0,0.0
2020,Bent,0.0,0.0
2020,Garfield,0.0,0.0
2020,Larimer,20020.0,0.0
2020,Mineral,0.0,0.0
2020,Montezuma,0.0,0.0
2020,Gilpin,0.0,0.0
2020,Sedgwick,0.0,0.0
2020,Montrose,0.0,0.0
2020,Chaffee,0.0,0.0
2020,Washington,0.0,0.0
2020,Rio Blanco,0.0,0.0
2020,Kiowa,0.0,0.0
2020,Weld,0.0,0.0
2020,Huerfano,0.0,0.0
2020,Custer,0.0,0.0
2020,Jackson,0.0,0.0
2020,Crowley,0.0,0.0
2020,Chaffee,0.0,0.0
2020,Kit Carson,0.0,0.0
2020,Logan,0.0,0.0
2020,Chaffee,0.0,0.0
2020,Fremont,0.0,0.0
2020,Sum of NR Counties,26182.0,0.0
2020,Huerfano,0.0,0.0
2020,Arapahoe,20673.0,0.0
2020,La Plata,0.0,0.0
2020,Hinsdale,0.0,0.0
2020,Pueblo,28831.0,0.0
2020,Gunnison,0.0,0.0
2020,Hinsdale,0.0,0.0
2020,Pitkin,0.0,0.0
2020,Montrose,0.0,0.0
2020,Bent,0.0,0.0
