Year,County,Med_Sales,Rec_Sales
2014,Huerfano,0.0,0.0
2014,Eagle,171357.0,414091.0
2014,Park,0.0,0.0
2014,Broomfield,0.0,0.0
2014,Bent,0.0,0.0
2014,Pitkin,117930.0,505148.0
2014,Prowers,0.0,0.0
2014,Pueblo,459326.0,1985679.0
2014,Rio Blanco,0.0,0.0
2014,Rio Grande,0.0,0.0
2014,Routt,0.0,0.0
2014,Saguache,0.0,0.0
2014,San Juan,0.0,0.0
2014,San Miguel,49131.0,548213.0
2014,Boulder,2728671.0,3644021.0
2014,Sedgwick,0.0,0.0
2014,Teller,0.0,0.0
2014,Washington,0.0,0.0
2014,Weld,303374.0,1168267.0
2014,Yuma,0.0,0.0
2014,Adams,481873.0,0.0
2014,Alamosa,0.0,0.0
2014,Arapahoe,1453140.0,0.0
2014,Archuleta,0.0,0.0
2014,Baca,0.0,0.0
2014,Summit,189746.0,981349.0
2014,Yuma,0.0,0.0
2014,Adams,474637.0,0.0
2014,Alamosa,0.0,0.0
2014,Summit,163698.0,706675.0
2014,Teller,0.0,0.0
2014,Washington,0.0,0.0
2014,Weld,416639.0,992006.0
2014,Yuma,0.0,0.0
2014,Adams,470394.0,1445817.0
2014,Alamosa,0.0,0.0
2014,Arapahoe,1498465.0,1416559.0
2014,Archuleta,0.0,0.0
2014,Sedgwick,0.0,0.0
2014,Baca,0.0,0.0
2014,Boulder,2548354.0,3592405.0
2014,Broomfield,0.0,0.0
2014,Conejos,0.0,0.0
2014,Costilla,0.0,0.0
2014,Crowley,0.0,0.0
2014,Custer,0.0,0.0
2014,Delta,0.0,0.0
2014,Denver,12138739.0,14797861.0
2014,Dolores,0.0,0.0
2014,Bent,0.0,0.0
2014,Douglas,0.0,0.0
2014,San Miguel,26291.0,169659.0
2014,Saguache,0.0,0.0
2014,Larimer,1185998.0,1493948.0
2014,Las Animas,0.0,0.0
2014,Lincoln,0.0,0.0
2014,Logan,0.0,0.0
2014,Mesa,0.0,0.0
2014,Mineral,0.0,0.0
2014,Moffat,0.0,0.0
2014,Montezuma,0.0,0.0
2014,Montrose,0.0,0.0
2014,San Juan,0.0,0.0
2014,Morgan,0.0,0.0
2014,Ouray,0.0,0.0
2014,Park,0.0,0.0
2014,Phillips,0.0,0.0
2014,Pitkin,72294.0,216781.0
2014,Prowers,0.0,0.0
2014,Pueblo,324106.0,1137217.0
2014,Rio Blanco,0.0,0.0
2014,Rio Grande,0.0,0.0
2014,Routt,0.0,0.0
2014,Otero,0.0,0.0
2014,Lake,0.0,0.0
2014,Eagle,277950.0,710631.0
2014,Elbert,0.0,0.0
2014,Ouray,0.0,0.0
2014,Park,0.0,0.0
2014,Phillips,0.0,0.0
2014,Pitkin,84226.0,599569.0
2014,Prowers,0.0,0.0
2014,Pueblo,399460.0,1158670.0
2014,Rio Blanco,0.0,0.0
2014,Rio Grande,0.0,0.0
2014,Routt,169025.0,493734.0
2014,Otero,0.0,0.0
2014,Saguache,0.0,0.0
2014,San Miguel,43788.0,292834.0
2014,Sedgwick,0.0,0.0
2014,Summit,205226.0,1256397.0
2014,Teller,0.0,0.0
2014,Washington,0.0,0.0
2014,Weld,394521.0,1071049.0
2014,Yuma,0.0,0.0
2014,Chaffee,0.0,0.0
2014,Clear Creek,83182.0,371997.0
2014,San Juan,0.0,0.0
2014,El Paso,5517533.0,0.0
2014,Morgan,0.0,0.0
2014,Montezuma,117849.0,0.0
2014,Fremont,178729.0,0.0
2014,Garfield,283365.0,560065.0
2014,Gilpin,34112.0,103121.0
2014,Grand,0.0,0.0
2014,Gunnison,0.0,228173.0
2014,Hinsdale,0.0,0.0
2014,Huerfano,0.0,0.0
2014,Jackson,0.0,0.0
2014,Jefferson,1832756.0,1990092.0
2014,Montrose,0.0,0.0
2014,Kiowa,0.0,0.0
2014,La Plata,497203.0,838948.0
2014,Lake,0.0,0.0
2014,Larimer,1316194.0,1613144.0
2014,Las Animas,0.0,0.0
2014,Lincoln,0.0,0.0
2014,Logan,0.0,0.0
2014,Mesa,0.0,0.0
2014,Mineral,0.0,0.0
2014,Moffat,0.0,0.0
2014,Kit Carson,0.0,0.0
2014,La Plata,459409.0,647493.0
2014,Kit Carson,0.0,0.0
2014,Kiowa,0.0,0.0
2014,Gunnison,0.0,184394.0
2014,Hinsdale,0.0,0.0
2014,Huerfano,0.0,0.0
2014,Jackson,0.0,0.0
2014,Jefferson,1923839.0,1714442.0
2014,Kiowa,0.0,0.0
2014,Kit Carson,0.0,0.0
2014,La Plata,531825.0,0.0
2014,Lake,0.0,0.0
2014,Grand,0.0,0.0
2014,Larimer,1232929.0,1523402.0
2014,Lincoln,0.0,0.0
2014,Logan,0.0,0.0
2014,Mesa,0.0,0.0
2014,Mineral,0.0,0.0
2014,Moffat,0.0,0.0
2014,Montezuma,0.0,0.0
2014,Montrose,0.0,0.0
2014,Morgan,0.0,0.0
2014,Otero,0.0,0.0
2014,Las Animas,0.0,0.0
2014,Ouray,0.0,0.0
2014,Gilpin,0.0,0.0
2014,Fremont,174220.0,0.0
2014,Arapahoe,1396842.0,0.0
2014,Archuleta,0.0,0.0
2014,Baca,0.0,0.0
2014,Bent,0.0,0.0
2014,Boulder,2660593.0,3477557.0
2014,Broomfield,0.0,0.0
2014,Chaffee,0.0,0.0
2014,Cheyenne,0.0,0.0
2014,Clear Creek,102858.0,338132.0
2014,Garfield,389617.0,553834.0
2014,Conejos,0.0,0.0
2014,Crowley,0.0,0.0
2014,Custer,0.0,0.0
2014,Delta,0.0,0.0
2014,Denver,15006222.0,14895186.0
2014,Dolores,0.0,0.0
2014,Douglas,0.0,0.0
2014,Eagle,206273.0,356123.0
2014,El Paso,5742846.0,0.0
2014,Elbert,0.0,0.0
2014,Costilla,0.0,0.0
2014,Park,0.0,0.0
2014,Phillips,0.0,0.0
2014,Pitkin,86614.0,246079.0
2014,Conejos,0.0,0.0
2014,Costilla,0.0,0.0
2014,Crowley,0.0,0.0
2014,Custer,0.0,0.0
2014,Delta,0.0,0.0
2014,Denver,13469383.0,13742869.0
2014,Dolores,0.0,0.0
2014,Douglas,0.0,0.0
2014,Eagle,210732.0,373883.0
2014,Clear Creek,91727.0,298012.0
2014,El Paso,5223552.0,0.0
2014,Fremont,159257.0,0.0
2014,Garfield,318967.0,507297.0
2014,Gilpin,0.0,0.0
2014,Grand,0.0,0.0
2014,Gunnison,0.0,133062.0
2014,Hinsdale,0.0,0.0
2014,Huerfano,0.0,0.0
2014,Jackson,0.0,0.0
2014,Jefferson,1837165.0,1679786.0
2014,Elbert,0.0,0.0
2014,Cheyenne,0.0,0.0
2014,Chaffee,0.0,0.0
2014,Broomfield,0.0,0.0
2014,Prowers,0.0,0.0
2014,Pueblo,352545.0,1245865.0
2014,Rio Blanco,0.0,0.0
2014,Rio Grande,0.0,0.0
2014,Routt,0.0,0.0
2014,Saguache,0.0,0.0
2014,San Juan,0.0,0.0
2014,San Miguel,36239.0,278409.0
2014,Sedgwick,0.0,0.0
2014,Summit,178233.0,632225.0
2014,Teller,0.0,0.0
2014,Washington,0.0,0.0
2014,Weld,361629.0,1126809.0
2014,Yuma,0.0,0.0
2014,Adams,480189.0,1304091.0
2014,Alamosa,0.0,0.0
2014,Arapahoe,1345048.0,805369.0
2014,Archuleta,0.0,0.0
2014,Baca,0.0,0.0
2014,Bent,0.0,0.0
2014,Boulder,2400813.0,3196349.0
2014,Adams,452488.0,0.0
2014,Yuma,0.0,0.0
2014,Weld,287891.0,1201206.0
2014,Washington,0.0,0.0
2014,San Miguel,94099.0,230470.0
2014,Sedgwick,0.0,0.0
2014,Summit,244818.0,1063383.0
2014,Teller,0.0,0.0
2014,Washington,0.0,0.0
2014,Weld,671024.0,0.0
2014,Yuma,0.0,0.0
2014,Adams,477275.0,0.0
2014,Alamosa,0.0,0.0
2014,San Juan,0.0,0.0
2014,Arapahoe,1490219.0,0.0
2014,Baca,0.0,0.0
2014,Bent,0.0,0.0
2014,Boulder,3505875.0,1396479.0
2014,Broomfield,0.0,0.0
2014,Chaffee,0.0,0.0
2014,Cheyenne,0.0,0.0
2014,Clear Creek,106955.0,524541.0
2014,Conejos,0.0,0.0
2014,Costilla,0.0,0.0
2014,Archuleta,0.0,0.0
2014,Crowley,0.0,0.0
2014,Saguache,0.0,0.0
2014,Rio Grande,0.0,0.0
2014,La Plata,521985.0,0.0
2014,Lake,0.0,0.0
2014,Larimer,1009841.0,0.0
2014,Las Animas,0.0,0.0
2014,Lincoln,0.0,0.0
2014,Logan,0.0,0.0
2014,Mesa,0.0,0.0
2014,Mineral,0.0,0.0
2014,Moffat,0.0,0.0
2014,Routt,209165.0,0.0
2014,Montezuma,103266.0,0.0
2014,Morgan,0.0,0.0
2014,Otero,0.0,0.0
2014,Ouray,0.0,0.0
2014,Park,0.0,0.0
2014,Phillips,0.0,0.0
2014,Pitkin,161237.0,0.0
2014,Prowers,0.0,0.0
2014,Pueblo,418489.0,823156.0
2014,Rio Blanco,0.0,0.0
2014,Montrose,0.0,0.0
2014,Kit Carson,0.0,0.0
2014,Custer,0.0,0.0
2014,Denver,16102218.0,10746117.0
2014,Moffat,0.0,0.0
2014,Montezuma,0.0,0.0
2014,Montrose,0.0,0.0
2014,Morgan,0.0,0.0
2014,Otero,0.0,0.0
2014,Ouray,0.0,0.0
2014,Park,0.0,0.0
2014,Phillips,0.0,0.0
2014,Pitkin,157541.0,0.0
2014,Mineral,0.0,0.0
2014,Prowers,0.0,0.0
2014,Rio Blanco,0.0,0.0
2014,Rio Grande,0.0,0.0
2014,Routt,214650.0,0.0
2014,Saguache,0.0,0.0
2014,San Juan,0.0,0.0
2014,San Miguel,75215.0,319620.0
2014,Sedgwick,0.0,0.0
2014,Summit,253937.0,1427935.0
2014,Teller,0.0,0.0
2014,Pueblo,375711.0,1196018.0
2014,Delta,0.0,0.0
2014,Mesa,0.0,0.0
2014,Lincoln,0.0,0.0
2014,Dolores,0.0,0.0
2014,Douglas,0.0,0.0
2014,Eagle,201147.0,0.0
2014,El Paso,5929766.0,0.0
2014,Elbert,0.0,0.0
2014,Fremont,222270.0,0.0
2014,Garfield,401766.0,0.0
2014,Gilpin,33416.0,131685.0
2014,Grand,0.0,0.0
2014,Logan,0.0,0.0
2014,Gunnison,0.0,0.0
2014,Huerfano,0.0,0.0
2014,Jackson,0.0,0.0
2014,Jefferson,2014285.0,1056723.0
2014,Kiowa,0.0,0.0
2014,Kit Carson,0.0,0.0
2014,La Plata,587114.0,0.0
2014,Lake,0.0,0.0
2014,Larimer,1234344.0,0.0
2014,Las Animas,0.0,0.0
2014,Hinsdale,0.0,0.0
2014,Kiowa,0.0,0.0
2014,Jefferson,2044484.0,880367.0
2014,Jackson,0.0,0.0
2014,Gilpin,28798.0,197379.0
2014,Grand,0.0,0.0
2014,Gunnison,36244.0,0.0
2014,Hinsdale,0.0,0.0
2014,Huerfano,0.0,0.0
2014,Jackson,0.0,0.0
2014,Jefferson,1979386.0,853675.0
2014,Kiowa,0.0,0.0
2014,Kit Carson,0.0,0.0
2014,Garfield,396086.0,0.0
2014,La Plata,523193.0,0.0
2014,Larimer,964948.0,0.0
2014,Las Animas,0.0,0.0
2014,Lincoln,0.0,0.0
2014,Logan,0.0,0.0
2014,Mesa,0.0,0.0
2014,Mineral,0.0,0.0
2014,Moffat,0.0,0.0
2014,Montezuma,100634.0,0.0
2014,Montrose,0.0,0.0
2014,Lake,0.0,0.0
2014,Morgan,0.0,0.0
2014,Fremont,134388.0,0.0
2014,El Paso,4923633.0,0.0
2014,Weld,470633.0,795293.0
2014,Alamosa,0.0,0.0
2014,Arapahoe,1188232.0,0.0
2014,Archuleta,0.0,0.0
2014,Baca,0.0,0.0
2014,Bent,0.0,0.0
2014,Boulder,3417873.0,0.0
2014,Broomfield,0.0,0.0
2014,Chaffee,83714.0,0.0
2014,Elbert,0.0,0.0
2014,Cheyenne,0.0,0.0
2014,Conejos,0.0,0.0
2014,Costilla,0.0,0.0
2014,Crowley,0.0,0.0
2014,Custer,0.0,0.0
2014,Delta,0.0,0.0
2014,Denver,15351083.0,8482593.0
2014,Dolores,0.0,0.0
2014,Douglas,0.0,0.0
2014,Eagle,203060.0,0.0
2014,Clear Creek,143736.0,459640.0
2014,Otero,0.0,0.0
2014,Ouray,0.0,0.0
2014,Park,0.0,0.0
2014,Cheyenne,0.0,0.0
2014,Clear Creek,111164.0,445976.0
2014,Conejos,0.0,0.0
2014,Costilla,0.0,0.0
2014,Crowley,0.0,0.0
2014,Custer,0.0,0.0
2014,Delta,0.0,0.0
2014,Denver,14680476.0,8349069.0
2014,Dolores,0.0,0.0
2014,Chaffee,0.0,0.0
2014,Douglas,0.0,0.0
2014,El Paso,5116438.0,0.0
2014,Elbert,0.0,0.0
2014,Fremont,215839.0,0.0
2014,Garfield,373432.0,0.0
2014,Gilpin,32325.0,113337.0
2014,Grand,0.0,0.0
2014,Gunnison,0.0,0.0
2014,Hinsdale,0.0,0.0
2014,Huerfano,0.0,0.0
2014,Eagle,185360.0,0.0
2014,Broomfield,0.0,0.0
2014,Boulder,3345413.0,0.0
2014,Bent,0.0,0.0
2014,Phillips,0.0,0.0
2014,Pitkin,194865.0,0.0
2014,Prowers,0.0,0.0
2014,Pueblo,419894.0,0.0
2014,Rio Blanco,0.0,0.0
2014,Rio Grande,0.0,0.0
2014,Routt,239509.0,0.0
2014,Saguache,0.0,0.0
2014,San Juan,0.0,0.0
2014,San Miguel,164384.0,338934.0
2014,Sedgwick,0.0,0.0
2014,Summit,271441.0,1274208.0
2014,Teller,0.0,0.0
2014,Washington,0.0,0.0
2014,Weld,657150.0,0.0
2014,Yuma,0.0,0.0
2014,Adams,454940.0,0.0
2014,Alamosa,0.0,0.0
2014,Arapahoe,1210155.0,0.0
2014,Archuleta,0.0,0.0
2014,Baca,0.0,0.0
2014,Washington,0.0,0.0
2014,Weld,580961.0,0.0
2014,Adams,683098.0,0.0
2014,Costilla,0.0,0.0
2014,San Miguel,49679.0,257276.0
2014,Sedgwick,0.0,0.0
2014,Summit,201566.0,545898.0
2014,Teller,0.0,0.0
2014,Washington,0.0,0.0
2014,Weld,516873.0,694205.0
2014,Yuma,0.0,0.0
2014,Adams,433176.0,0.0
2014,Alamosa,0.0,0.0
2014,San Juan,0.0,0.0
2014,Arapahoe,1425313.0,0.0
2014,Baca,0.0,0.0
2014,Bent,0.0,0.0
2014,Boulder,2507058.0,2593735.0
2014,Broomfield,0.0,0.0
2014,Chaffee,96647.0,0.0
2014,Cheyenne,0.0,0.0
2014,Clear Creek,97965.0,396938.0
2014,Conejos,0.0,0.0
2014,Yuma,0.0,0.0
2014,Archuleta,0.0,0.0
2014,Crowley,0.0,0.0
2014,Saguache,0.0,0.0
2014,Rio Grande,0.0,0.0
2014,Kit Carson,0.0,0.0
2014,La Plata,561810.0,0.0
2014,Lake,0.0,0.0
2014,Larimer,1116171.0,0.0
2014,Las Animas,0.0,0.0
2014,Lincoln,0.0,0.0
2014,Logan,0.0,0.0
2014,Mesa,0.0,0.0
2014,Mineral,0.0,0.0
2014,Routt,159620.0,0.0
2014,Moffat,0.0,0.0
2014,Montrose,0.0,0.0
2014,Morgan,0.0,0.0
2014,Otero,0.0,0.0
2014,Ouray,0.0,0.0
2014,Park,0.0,0.0
2014,Phillips,0.0,0.0
2014,Pitkin,95001.0,185390.0
2014,Prowers,0.0,0.0
2014,Pueblo,452196.0,1417017.0
2014,Montezuma,120385.0,0.0
2014,Kiowa,0.0,0.0
2014,Custer,0.0,0.0
2014,Denver,13476218.0,12245778.0
2014,Moffat,0.0,0.0
2014,Montezuma,115548.0,0.0
2014,Montrose,0.0,0.0
2014,Morgan,0.0,0.0
2014,Otero,0.0,0.0
2014,Ouray,0.0,0.0
2014,Park,0.0,0.0
2014,Phillips,0.0,0.0
2014,Pitkin,110679.0,322473.0
2014,Mineral,0.0,0.0
2014,Prowers,0.0,0.0
2014,Rio Blanco,0.0,0.0
2014,Rio Grande,0.0,0.0
2014,Routt,0.0,0.0
2014,Saguache,0.0,0.0
2014,San Juan,0.0,0.0
2014,San Miguel,75455.0,451452.0
2014,Sedgwick,0.0,0.0
2014,Summit,203354.0,686139.0
2014,Teller,0.0,0.0
2014,Pueblo,403341.0,1571864.0
2014,Delta,0.0,0.0
2014,Mesa,0.0,0.0
2014,Lincoln,0.0,0.0
2014,Dolores,0.0,0.0
2014,Douglas,0.0,0.0
2014,Eagle,132878.0,0.0
2014,El Paso,5342494.0,0.0
2014,Elbert,0.0,0.0
2014,Fremont,228665.0,0.0
2014,Garfield,418280.0,392391.0
2014,Gilpin,38278.0,145630.0
2014,Grand,0.0,0.0
2014,Logan,0.0,0.0
2014,Gunnison,0.0,0.0
2014,Huerfano,0.0,0.0
2014,Jackson,0.0,0.0
2014,Jefferson,1889080.0,1445315.0
2014,Kiowa,0.0,0.0
2014,Kit Carson,0.0,0.0
2014,La Plata,544589.0,0.0
2014,Lake,0.0,0.0
2014,Larimer,1112079.0,0.0
2014,Las Animas,0.0,0.0
2014,Hinsdale,0.0,0.0
2014,Jefferson,2037535.0,1435895.0
2014,Rio Blanco,0.0,0.0
2014,Huerfano,0.0,0.0
2014,Jackson,0.0,0.0
2014,Grand,0.0,0.0
2014,Gunnison,0.0,0.0
2014,Hinsdale,0.0,0.0
2014,Huerfano,0.0,0.0
2014,Jackson,0.0,0.0
2014,Jefferson,2039086.0,1368618.0
2014,Kiowa,0.0,0.0
2014,Kit Carson,0.0,0.0
2014,Garfield,371447.0,0.0
2014,La Plata,613521.0,0.0
2014,Larimer,1162178.0,0.0
2014,Las Animas,0.0,0.0
2014,Lincoln,0.0,0.0
2014,Logan,0.0,0.0
2014,Mesa,0.0,0.0
2014,Mineral,0.0,0.0
2014,Moffat,0.0,0.0
2014,Montezuma,108703.0,0.0
2014,Montrose,0.0,0.0
2014,Lake,0.0,0.0
2014,Morgan,0.0,0.0
2014,Fremont,225243.0,0.0
2014,El Paso,5535184.0,0.0
2014,Adams,452636.0,0.0
2014,Alamosa,0.0,0.0
2014,Arapahoe,1517828.0,0.0
2014,Archuleta,0.0,0.0
2014,Baca,0.0,0.0
2014,Bent,0.0,0.0
2014,Boulder,3136133.0,1835900.0
2014,Broomfield,0.0,0.0
2014,Chaffee,0.0,0.0
2014,Elbert,0.0,0.0
2014,Cheyenne,0.0,0.0
2014,Conejos,0.0,0.0
2014,Costilla,0.0,0.0
2014,Crowley,0.0,0.0
2014,Custer,0.0,0.0
2014,Delta,0.0,0.0
2014,Denver,15064678.0,12005332.0
2014,Dolores,0.0,0.0
2014,Douglas,0.0,0.0
2014,Eagle,178397.0,0.0
2014,Clear Creek,92791.0,369117.0
2014,Otero,0.0,0.0
2014,Gilpin,43162.0,114408.0
2014,Park,0.0,0.0
2014,Chaffee,88974.0,0.0
2014,Cheyenne,0.0,0.0
2014,Clear Creek,97349.0,320076.0
2014,Conejos,0.0,0.0
2014,Costilla,0.0,0.0
2014,Crowley,0.0,0.0
2014,Custer,0.0,0.0
2014,Delta,0.0,0.0
2014,Denver,14150620.0,11300905.0
2014,Broomfield,0.0,0.0
2014,Dolores,0.0,0.0
2014,Eagle,146126.0,0.0
2014,El Paso,5518910.0,0.0
2014,Elbert,0.0,0.0
2014,Fremont,239918.0,0.0
2014,Garfield,434235.0,292839.0
2014,Gilpin,42979.0,116815.0
2014,Grand,0.0,0.0
2014,Gunnison,0.0,0.0
2014,Ouray,0.0,0.0
2014,Douglas,0.0,0.0
2014,Boulder,2823124.0,2354205.0
2014,Hinsdale,0.0,0.0
2014,Baca,0.0,0.0
2014,Bent,0.0,0.0
2014,Pitkin,123525.0,227021.0
2014,Prowers,0.0,0.0
2014,Pueblo,401959.0,1132339.0
2014,Rio Blanco,0.0,0.0
2014,Rio Grande,0.0,0.0
2014,Routt,186308.0,0.0
2014,Saguache,0.0,0.0
2014,San Juan,0.0,0.0
2014,San Miguel,64107.0,188733.0
2014,Phillips,0.0,0.0
2014,Summit,243097.0,757131.0
2014,Teller,0.0,0.0
2014,Washington,0.0,0.0
2014,Weld,519545.0,521853.0
2014,Yuma,0.0,0.0
2014,Adams,467977.0,0.0
2014,Alamosa,0.0,0.0
2014,Arapahoe,1511922.0,0.0
2014,Archuleta,0.0,0.0
2014,Sedgwick,0.0,0.0
2015,Arapahoe,1821831.0,5321883.0
2015,Alamosa,0.0,0.0
2015,Adams,456102.0,2066128.0
2015,Summit,237146.0,1325273.0
2015,Weld,429172.0,1964176.0
2015,Washington,0.0,0.0
2015,Teller,0.0,0.0
2015,Custer,0.0,0.0
2015,Yuma,0.0,0.0
2015,Archuleta,0.0,0.0
2015,Chaffee,0.0,391518.0
2015,Bent,0.0,0.0
2015,Boulder,2808636.0,4564394.0
2015,Broomfield,0.0,0.0
2015,Cheyenne,0.0,0.0
2015,Clear Creek,98054.0,490483.0
2015,Conejos,0.0,0.0
2015,Costilla,0.0,0.0
2015,Crowley,0.0,0.0
2015,Sedgwick,0.0,0.0
2015,Baca,0.0,0.0
2015,San Miguel,48630.0,367696.0
2015,Ouray,0.0,0.0
2015,Saguache,0.0,0.0
2015,Delta,0.0,0.0
2015,Larimer,1506663.0,2921981.0
2015,Las Animas,0.0,1043528.0
2015,Lincoln,0.0,0.0
2015,Logan,0.0,0.0
2015,Mesa,0.0,0.0
2015,Mineral,0.0,0.0
2015,Moffat,0.0,0.0
2015,Montezuma,141894.0,602753.0
2015,San Juan,0.0,0.0
2015,Montrose,0.0,0.0
2015,Otero,0.0,0.0
2015,Park,0.0,220562.0
2015,Phillips,0.0,0.0
2015,Pitkin,100615.0,815391.0
2015,Prowers,0.0,0.0
2015,Pueblo,879622.0,1894167.0
2015,Rio Blanco,0.0,0.0
2015,Rio Grande,0.0,0.0
2015,Routt,197957.0,649959.0
2015,Morgan,0.0,0.0
2015,Denver,18017794.0,19062651.0
2015,Arapahoe,1629440.0,4482419.0
2015,Douglas,0.0,0.0
2015,Montrose,0.0,0.0
2015,Morgan,0.0,0.0
2015,Otero,0.0,0.0
2015,Ouray,0.0,342064.0
2015,Park,0.0,185916.0
2015,Phillips,0.0,0.0
2015,Pitkin,90803.0,627987.0
2015,Prowers,0.0,0.0
