fips,county,Month,Year,Med_Tax_Rev,Rec_Tax_Rev,Med_RemainderOfState_Counties,Rec_RemainderOfState_Counties,Med_Blank_Code,Rec_Blank_Code,ID
08123,Weld,2,2016,11465,49478,,,,,22016Weld
,Remainder of State,2,2016,17002,94078,"Alamosa, Archuleta, Chaffee, Costilla, Gilpin, Grand, Gunnison, Las Animas, Mesa, Moffat, Montrose, Morgan, Ouray, Park, San Miguel, Sedgwick and Teller","Conejos, Costilla, El Paso, Huerfano, Lake, Mesa, Morgan, Ouray, Saguache and Sedgwick",,,22016Remainder of State
08041,El Paso,2,2016,175444,,,,,,22016El Paso
08043,Fremont,2,2016,3448,,,,,,22016Fremont
08001,Adams,1,2016,13325.84,80780.43,,,,,12016Adams
08005,Arapahoe,1,2016,57608,192698.8,,,,,12016Arapahoe
,Archuletta,1,2016,,13143.02,,,,,12016Archuletta
08013,Boulder,1,2016,78352.34,147666,,,,,12016Boulder
08019,Clear Creek,1,2016,1654.24,13107.1,,,,,12016Clear Creek
08031,Denver,1,2016,532544.51,623071.7,,,,,12016Denver
08037,Eagle,1,2016,8600.65,28934,,,,,12016Eagle
08045,Garfield,1,2016,10258.21,20021,,,,,12016Garfield
08047,Gilpin,1,2016,,4231.51,,,,,12016Gilpin
08049,Grand,1,2016,,7869,,,,,12016Grand
08051,Gunnison,1,2016,,16366.65,,,,,12016Gunnison
08059,Jefferson,1,2016,52362.51,99504.98,,,,,12016Jefferson
08067,La Plata,1,2016,10374,38850.85,,,,,12016La Plata
08069,Larimer,1,2016,38714.44,92223.06,,,,,12016Larimer
08071,Las Animas,1,2016,,37037.56,,,,,12016Las Animas
08083,Montezuma,1,2016,2522,16163,,,,,12016Montezuma
08093,Park,1,2016,,5638.87,,,,,12016Park
08097,Pitkin,1,2016,2269.09,18546.89,,,,,12016Pitkin
08101,Pueblo,1,2016,16291.63,38557.01,,,,,12016Pueblo
08107,Routt,1,2016,5707,19239,,,,,12016Routt
08113,San Miguel,1,2016,1285,9392,,,,,12016San Miguel
08117,Summit,1,2016,6563,47979,,,,,12016Summit
08123,Weld,1,2016,10788,52765,,,,,12016Weld
,Remainder of State,1,2016,20608.7,120294.3,"Alamosa, Archuleta, Chaffee, Costilla, Gilpin, Grand, Gunnison, Las Animas, Mesa, Moffat, Montrose, Morgan, Ouray, Parkand Sedgwick","Chaffee, Conejos, Costilla, El Paso, Huerfano, Lake, Mesa, Morgan, Ouray, Saguache and Sedgwick.",,,12016Remainder of State
08041,El Paso,1,2016,221778.72,,,,,,12016El Paso
08043,Fremont,1,2016,5619.17,,,,,,12016Fremont
08001,Adams,12,2015,12531,71941,,,,,122015Adams
08005,Arapahoe,12,2015,29363,143866,,,,,122015Arapahoe
08013,Boulder,12,2015,65739,122809,,,,,122015Boulder
08015,Chaffee,12,2015,,7481,,,,,122015Chaffee
08019,Clear Creek,12,2015,1918,10212,,,,,122015Clear Creek
08031,Denver,12,2015,349026,532887,,,,,122015Denver
08037,Eagle,12,2015,7829,17202,,,,,122015Eagle
08045,Garfield,12,2015,12323,17447,,,,,122015Garfield
08047,Gilpin,12,2015,,6892,,,,,122015Gilpin
08049,Grand,12,2015,,4270,,,,,122015Grand
08051,Gunnison,12,2015,,12319,,,,,122015Gunnison
08059,Jefferson,12,2015,51412,82255,,,,,122015Jefferson
08067,La Plata,12,2015,9334,33367,,,,,122015La Plata
08069,Larimer,12,2015,33789,75864,,,,,122015Larimer
08071,Las Animas,12,2015,,29225,,,,,122015Las Animas
08083,Montezuma,12,2015,2621,15243,,,,,122015Montezuma
08093,Park,12,2015,,4729,,,,,122015Park
08097,Pitkin,12,2015,2216,10072,,,,,122015Pitkin
08101,Pueblo,12,2015,13094,31773,,,,,122015Pueblo
08107,Routt,12,2015,5123,12790,,,,,122015Routt
08113,San Miguel,12,2015,1117,3617,,,,,122015San Miguel
08117,Summit,12,2015,6045,28603,,,,,122015Summit
08123,Weld,12,2015,10147,48723,,,,,122015Weld
,Remainder of State,12,2015,17773,107872,"Alamosa, Archuleta, Chaffee, Costilla, Gilpin, Grand, Gunnison, Las Animas, Mesa, Moffat, Montrose, Morgan, Ouray, Parkand Sedgwick","Archuleta, Conejos, Costilla, El Paso, Huerfano, Lake, Mesa, Morgan, Ouray, Saguache, and Sedgwick",,,122015Remainder of State
08041,El Paso,12,2015,195651,,,,,,122015El Paso
08043,Fremont,12,2015,2993,,,,,,122015Fremont
08001,Adams,11,2015,10389,61952,,,,,112015Adams
08005,Arapahoe,11,2015,55261,146573,,,,,112015Arapahoe
08013,Boulder,11,2015,71686,114280,,,,,112015Boulder
08015,Chaffee,11,2015,,9659,,,,,112015Chaffee
08019,Clear Creek,11,2015,-1047,15202,,,,,112015Clear Creek
08031,Denver,11,2015,341421,459988,,,,,112015Denver
08037,Eagle,11,2015,6487,22558,,,,,112015Eagle
08045,Garfield,11,2015,9933,24428,,,,,112015Garfield
08047,Gilpin,11,2015,,4088,,,,,112015Gilpin
08049,Grand,11,2015,,4754,,,,,112015Grand
08059,Jefferson,11,2015,43267,69015,,,,,112015Jefferson
08067,La Plata,11,2015,11351,39047,,,,,112015La Plata
08069,Larimer,11,2015,36690,69043,,,,,112015Larimer
08071,Las Animas,11,2015,,17734,,,,,112015Las Animas
08083,Montezuma,11,2015,2766,17999,,,,,112015Montezuma
08093,Park,11,2015,,5823,,,,,112015Park
08097,Pitkin,11,2015,2243,24772,,,,,112015Pitkin
08101,Pueblo,11,2015,21151,48792,,,,,112015Pueblo
08107,Routt,11,2015,5651,16490,,,,,112015Routt
08113,San Miguel,11,2015,1436,4733,,,,,112015San Miguel
08117,Summit,11,2015,6243,27750,,,,,112015Summit
08123,Weld,11,2015,11726,54546,,,,,112015Weld
,Remainder of State,11,2015,13988,117604,"Alamosa, Archuleta, Costilla, Gilpin, Grand, Las Animas, Mesa, Montrose, Park, Sedgwick and Teller","Archuleta, Conejos, Costilla, El Paso, Gunnison, Huerfano, Lake, Mesa,Morgan, Ouray, Saguache, and Sedgwick",,,112015Remainder of State
08041,El Paso,11,2015,222834,,,,,,112015El Paso
08043,Fremont,11,2015,6167,,,,,,112015Fremont
08001,Adams,10,2015,11809,58124,,,,,102015Adams
08005,Arapahoe,10,2015,59447,162428,,,,,102015Arapahoe
08013,Boulder,10,2015,82097,145808,,,,,102015Boulder
08015,Chaffee,10,2015,,12481,,,,,102015Chaffee
08019,Clear Creek,10,2015,2773,16734,,,,,102015Clear Creek
08031,Denver,10,2015,506809,554959,,,,,102015Denver
08037,Eagle,10,2015,9342,13900,,,,,102015Eagle
08045,Garfield,10,2015,13416,25968,,,,,102015Garfield
08047,Gilpin,10,2015,1158,4215,,,,,102015Gilpin
08049,Grand,10,2015,,5811,,,,,102015Grand
08051,Gunnison,10,2015,,9863,,,,,102015Gunnison
08059,Jefferson,10,2015,57101,87195,,,,,102015Jefferson
08067,La Plata,10,2015,13693,44053,,,,,102015La Plata
08069,Larimer,10,2015,41291,83080,,,,,102015Larimer
08071,Las Animas,10,2015,,30698,,,,,102015Las Animas
08083,Montezuma,10,2015,3434,18423,,,,,102015Montezuma
08091,Ouray,10,2015,,7326,,,,,102015Ouray
08093,Park,10,2015,,6442,,,,,102015Park
08097,Pitkin,10,2015,1413,21501,,,,,102015Pitkin
08101,Pueblo,10,2015,13700,31547,,,,,102015Pueblo
08107,Routt,10,2015,6078,18032,,,,,102015Routt
08113,San Miguel,10,2015,1500,10709,,,,,102015San Miguel
08117,Summit,10,2015,6584,32127,,,,,102015Summit
08123,Weld,10,2015,12559,54301,,,,,102015Weld
,Remainder of State,10,2015,18343,126936,"Alamosa, Archuleta, Chaffee, Costilla, Grand, Gunnison, Las Animas, Mesa, Moffat, Montrose, Morgan, Ouray, Park, Sedgwick","Archuleta, Conejos, Costilla, El Paso, Huerfano, Lake, Mesa, Morgan, Saguache, San Juan, and Sedgwick",,,102015Remainder of State
08041,El Paso,10,2015,205403,,,,,,102015El Paso
08043,Fremont,10,2015,5479,,,,,,102015Fremont
08001,Adams,9,2015,12066,64198,,,,,92015Adams
08005,Arapahoe,9,2015,50269,146920,,,,,92015Arapahoe
08013,Boulder,9,2015,76606,143853,,,,,92015Boulder
08015,Chaffee,9,2015,,26628,,,,,92015Chaffee
08019,Clear Creek,9,2015,3498,15590,,,,,92015Clear Creek
08031,Denver,9,2015,554013,586938,,,,,92015Denver
08037,Eagle,9,2015,9619,21534,,,,,92015Eagle
08045,Garfield,9,2015,19390,25479,,,,,92015Garfield
08047,Gilpin,9,2015,2002,5873,,,,,92015Gilpin
08049,Grand,9,2015,,6709,,,,,92015Grand
08051,Gunnison,9,2015,,11567,,,,,92015Gunnison
08059,Jefferson,9,2015,54043,93836,,,,,92015Jefferson
08067,La Plata,9,2015,13036,43601,,,,,92015La Plata
08069,Larimer,9,2015,40572,83960,,,,,92015Larimer
08071,Las Animas,9,2015,,29937,,,,,92015Las Animas
08083,Montezuma,9,2015,4197,18421,,,,,92015Montezuma
08093,Park,9,2015,,7145,,,,,92015Park
08097,Pitkin,9,2015,1052,21266,,,,,92015Pitkin
08101,Pueblo,9,2015,16188,43612,,,,,92015Pueblo
08107,Routt,9,2015,5550,18826,,,,,92015Routt
08113,San Miguel,9,2015,1363,10865,,,,,92015San Miguel
08117,Summit,9,2015,6649,35311,,,,,92015Summit
08123,Weld,9,2015,12032,55954,,,,,92015Weld
,Remainder of State,9,2015,17603,141949,"Alamosa, Archuleta, Chaffee, Costilla, Grand, Gunnison, Las Animas, Mesa, Moffat, Montrose, Morgan, Ouray, Park, Sedgwick, and Teller","Archuleta, Conejos, Costilla, El Paso, Huerfano, Lake, Mesa, Morgan, Ouray, Saguache, San Juan, and Sedgwick",,,92015Remainder of State
08041,El Paso,9,2015,254156,,,,,,92015El Paso
08043,Fremont,9,2015,7227,,,,,,92015Fremont
08001,Adams,8,2015,11247,47992,,,,,82015Adams
08005,Arapahoe,8,2015,42537,128962,,,,,82015Arapahoe
08013,Boulder,8,2015,85442,144255,,,,,82015Boulder
08019,Clear Creek,8,2015,5431,17745,,,,,82015Clear Creek
08031,Denver,8,2015,518868,564813,,,,,82015Denver
08037,Eagle,8,2015,10580,21341,,,,,82015Eagle
08045,Garfield,8,2015,13010,27023,,,,,82015Garfield
08047,Gilpin,8,2015,,5384,,,,,82015Gilpin
08049,Grand,8,2015,,6643,,,,,82015Grand
08051,Gunnison,8,2015,,11898,,,,,82015Gunnison
08059,Jefferson,8,2015,62487,72547,,,,,82015Jefferson
08067,La Plata,8,2015,13626,44086,,,,,82015La Plata
08069,Larimer,8,2015,37648,78122,,,,,82015Larimer
08071,Las Animas,8,2015,,33301,,,,,82015Las Animas
08083,Montezuma,8,2015,3785,15391,,,,,82015Montezuma
08093,Park,8,2015,,7288,,,,,82015Park
08097,Pitkin,8,2015,4720,26886,,,,,82015Pitkin
08101,Pueblo,8,2015,22247,57042,,,,,82015Pueblo
08107,Routt,8,2015,5217,18512,,,,,82015Routt
08113,San Miguel,8,2015,1438,11526,,,,,82015San Miguel
08117,Summit,8,2015,7079,41913,,,,,82015Summit
08123,Weld,8,2015,10217,53585,,,,,82015Weld
,Remainder of State,8,2015,19576,145987,"Alamosa, Archuleta, Chaffee, Costilla, Gilpin, Grand, Gunnison, Las Animas, Mesa, Moffat, Montrose, Morgan, Ouray, Park, and Sedgwick","Archuleta, Chaffee, Conejos, Costilla, El Paso, Huerfano, Lake, Mesa, Morgan, Ouray, Saguache, San Juan, and Sedgwick",,,82015Remainder of State
08041,El Paso,8,2015,233749,,,,,,82015El Paso
08043,Fremont,8,2015,7610,,,,,,82015Fremont
08031,Denver,7,2015,453698,489176,,,,,72015Denver
08005,Arapahoe,7,2015,65918,140304,,,,,72015Arapahoe
08013,Boulder,7,2015,73454,128318,,,,,72015Boulder
08019,Clear Creek,7,2015,1251,12586,,,,,72015Clear Creek
08037,Eagle,7,2015,6948,15169,,,,,72015Eagle
08045,Garfield,7,2015,10985,21748,,,,,72015Garfield
08047,Gilpin,7,2015,,3414,,,,,72015Gilpin
08049,Grand,7,2015,,4450,,,,,72015Grand
08051,Gunnison,7,2015,,8620,,,,,72015Gunnison
08059,Jefferson,7,2015,47617,92913,,,,,72015Jefferson
08067,La Plata,7,2015,16528,50681,,,,,72015La Plata
08069,Larimer,7,2015,32508,66800,,,,,72015Larimer
08071,Las Animas,7,2015,,19771,,,,,72015Las Animas
08083,Montezuma,7,2015,2580,14267,,,,,72015Montezuma
08093,Park,7,2015,,5447,,,,,72015Park
08097,Pitkin,7,2015,3074,15148,,,,,72015Pitkin
08101,Pueblo,7,2015,13504,35667,,,,,72015Pueblo
08107,Routt,7,2015,4484,14168,,,,,72015Routt
08113,San Miguel,7,2015,1725,10248,,,,,72015San Miguel
08117,Summit,7,2015,5646,26535,,,,,72015Summit
08123,Weld,7,2015,8071,48347,,,,,72015Weld
,Remainder of State,7,2015,19300,183025,"Alamosa, Archuleta, Chaffee, Costilla, Gilpin, Grand, Gunnison, Las Animas, Mesa, Moffat, Montrose, Morgan, Ouray, Park, Sedgwick, and Teller.","Adams, Archuleta, Chaffee, Costilla, El Paso, Huerfano, Lake, Mesa, Morgan, Ouray, Saguache, San Juan, and Sedgwick",,,72015Remainder of State
08001,Adams,7,2015,17209,,,,,,72015Adams
08041,El Paso,7,2015,197835,,,,,,72015El Paso
08043,Fremont,7,2015,5773,,,,,,72015Fremont
08001,Adams,6,2015,10298,17494,,,,,62015Adams
08005,Arapahoe,6,2015,41057,75778,,,,,62015Arapahoe
08013,Boulder,6,2015,76119,122172,,,,,62015Boulder
08015,Chaffee,6,2015,,7687,,,,,62015Chaffee
08019,Clear Creek,6,2015,4320,7734,,,,,62015Clear Creek
08031,Denver,6,2015,399814,486655,,,,,62015Denver
08037,Eagle,6,2015,9610,12211,,,,,62015Eagle
08045,Garfield,6,2015,10551,19986,,,,,62015Garfield
08047,Gilpin,6,2015,,5000,,,,,62015Gilpin
08051,Gunnison,6,2015,,4928,,,,,62015Gunnison
08059,Jefferson,6,2015,53242,68630,,,,,62015Jefferson
08067,La Plata,6,2015,4622,16893,,,,,62015La Plata
08069,Larimer,6,2015,34480,65977,,,,,62015Larimer
08071,Las Animas,6,2015,,15383,,,,,62015Las Animas
08083,Montezuma,6,2015,4947,10424,,,,,62015Montezuma
08093,Park,6,2015,,4790,,,,,62015Park
08097,Pitkin,6,2015,1753,6038,,,,,62015Pitkin
08101,Pueblo,6,2015,16626,47177,,,,,62015Pueblo
08107,Routt,6,2015,4593,12214,,,,,62015Routt
08113,San Miguel,6,2015,,3709,,,,,62015San Miguel
08117,Summit,6,2015,6292,20710,,,,,62015Summit
08123,Weld,6,2015,9608,46733,,,,,62015Weld
,Remainder of State,6,2015,23817,113845,"Alamosa, Archuleta, Chaffee, Costilla, Gilpin, Grand, Gunnison, Las Animas, Mesa, Moffat, Montrose, Morgan, Ouray, Park, San Miguel, Sedgwick, and Teller",,,,62015Remainder of State
08041,El Paso,6,2015,189852,,,,,,62015El Paso
08043,Fremont,6,2015,6856,,,,,,62015Fremont
08045,Garfield,5,2015,10780,17752,,,,,52015Garfield
08001,Adams,5,2015,13330,41082,,,,,52015Adams
08005,Arapahoe,5,2015,160958,106133,,,,,52015Arapahoe
08013,Boulder,5,2015,63067,113829,,,,,52015Boulder
08015,Chaffee,5,2015,,10746,,,,,52015Chaffee
08019,Clear Creek,5,2015,519,12211,,,,,52015Clear Creek
08031,Denver,5,2015,266771,499741,,,,,52015Denver
08037,Eagle,5,2015,9024,15172,,,,,52015Eagle
08047,Gilpin,5,2015,,4271,,,,,52015Gilpin
08051,Gunnison,5,2015,,5345,,,,,52015Gunnison
08059,Jefferson,5,2015,47633,56772,,,,,52015Jefferson
08067,La Plata,5,2015,20888,19742,,,,,52015La Plata
08069,Larimer,5,2015,36297,58823,,,,,52015Larimer
08071,Las Animas,5,2015,,13583,,,,,52015Las Animas
08083,Montezuma,5,2015,3876,7221,,,,,52015Montezuma
08093,Park,5,2015,,3452,,,,,52015Park
08097,Pitkin,5,2015,2096,13387,,,,,52015Pitkin
08101,Pueblo,5,2015,8459,38321,,,,,52015Pueblo
08107,Routt,5,2015,5432,12648,,,,,52015Routt
08113,San Miguel,5,2015,1112,4581,,,,,52015San Miguel
08117,Summit,5,2015,8644,27781,,,,,52015Summit
08123,Weld,5,2015,7984,43464,,,,,52015Weld
,Remainder of State,5,2015,17906,62820,"Alamosa, Archuleta, Chaffee, Costilla, Gilpin, Grand, Gunnison, Las Animas, Mesa, Moffat, Montrose, Morgan, Ouray, Park, Sedgwick, and Teller","Archuleta, Costilla, El Paso, Grand, Lake, Mesa, Morgan, Ouray, Saguache and Sedgwick",,,52015Remainder of State
08041,El Paso,5,2015,205057,,,,,,52015El Paso
08043,Fremont,5,2015,5371,,,,,,52015Fremont
08001,Adams,4,2015,11922,44220,,,,,42015Adams
08005,Arapahoe,4,2015,38362,67656,,,,,42015Arapahoe
08013,Boulder,4,2015,59855,109336,,,,,42015Boulder
08019,Clear Creek,4,2015,3926,12813,,,,,42015Clear Creek
08031,Denver,4,2015,418500,467578,,,,,42015Denver
08037,Eagle,4,2015,10326,24715,,,,,42015Eagle
08045,Garfield,4,2015,11415,18009,,,,,42015Garfield
08047,Gilpin,4,2015,,2769,,,,,42015Gilpin
08051,Gunnison,4,2015,,7593,,,,,42015Gunnison
08059,Jefferson,4,2015,46460,63009,,,,,42015Jefferson
08067,La Plata,4,2015,25085,25344,,,,,42015La Plata
08069,Larimer,4,2015,34075,55678,,,,,42015Larimer
08071,Las Animas,4,2015,,11821,,,,,42015Las Animas
08083,Montezuma,4,2015,3292,6468,,,,,42015Montezuma
08093,Park,4,2015,,4137,,,,,42015Park
08097,Pitkin,4,2015,2159,24023,,,,,42015Pitkin
08101,Pueblo,4,2015,14904,45710,,,,,42015Pueblo
08107,Routt,4,2015,5918,20381,,,,,42015Routt
08113,San Miguel,4,2015,1864,11014,,,,,42015San Miguel
08117,Summit,4,2015,6350,50715,,,,,42015Summit
08123,Weld,4,2015,12672,41189,,,,,42015Weld
,Remainder of State,4,2015,18972,83728,"Alamosa, Archuleta, Chaffee, Costilla, Gilpin, Grand, Gunnison, Las Animas, Mesa, Moffat, Montrose, Morgan, Ouray, Park, Sedgwick, and Teller","Archuleta, Chaffee, Costilla, El Paso, Grand, Lake, Mesa, Morgan, Ouray,Saguache, San Juan and Sedgwick.",,,42015Remainder of State
08041,El Paso,4,2015,164229,,,,,,42015El Paso
08043,Fremont,4,2015,4907,,,,,,42015Fremont
08005,Arapahoe,3,2015,25790,62680,,,,,32015Arapahoe
08013,Boulder,3,2015,68817,94149,,,,,32015Boulder
08019,Clear Creek,3,2015,2273,13659,,,,,32015Clear Creek
08031,Denver,3,2015,358208,451969,,,,,32015Denver
08037,Eagle,3,2015,7839,21256,,,,,32015Eagle
08045,Garfield,3,2015,9913,14884,,,,,32015Garfield
08047,Gilpin,3,2015,839,2853,,,,,32015Gilpin
08051,Gunnison,3,2015,,6597,,,,,32015Gunnison
08059,Jefferson,3,2015,45154,67463,,,,,32015Jefferson
08067,La Plata,3,2015,24576,10605,,,,,32015La Plata
08069,Larimer,3,2015,32718,48469,,,,,32015Larimer
08071,Las Animas,3,2015,,8210,,,,,32015Las Animas
08083,Montezuma,3,2015,2668,5096,,,,,32015Montezuma
08097,Pitkin,3,2015,2594,23430,,,,,32015Pitkin
08101,Pueblo,3,2015,9870,23618,,,,,32015Pueblo
08113,San Miguel,3,2015,1039,5963,,,,,32015San Miguel
08117,Summit,3,2015,8650,51411,,,,,32015Summit
08123,Weld,3,2015,10221,36230,,,,,32015Weld
,Remainder of State,3,2015,22334,150472,"Alamosa, Archuleta, Chaffee, Costilla, Grand, Gunnison, Lake, Las Animas, Mesa, Moffat, Montrose, Morgan, Ouray, Park, Routt, Sedgwick, and Teller","Adams, Archuleta, Chaffee, Costilla, El Paso, Grand, Lake, Mesa, Morgan, Ouray, Park, Routt, Saguache, San Juan and Sedgwick",,,32015Remainder of State
08001,Adams,3,2015,15962,,,,,,32015Adams
08041,El Paso,3,2015,166821,,,,,,32015El Paso
08043,Fremont,3,2015,4350,,,,,,32015Fremont
08001,Adams,2,2015,8304,13092,,,,,22015Adams
08005,Arapahoe,2,2015,25572,53858,,,,,22015Arapahoe
08013,Boulder,2,2015,64260,109224,,,,,22015Boulder
08019,Clear Creek,2,2015,2117,12583,,,,,22015Clear Creek
08031,Denver,2,2015,363061,423513,,,,,22015Denver
08037,Eagle,2,2015,9390,20375,,,,,22015Eagle
08045,Garfield,2,2015,9421,17304,,,,,22015Garfield
08047,Gilpin,2,2015,1065,3893,,,,,22015Gilpin
08051,Gunnison,2,2015,587,9075,,,,,22015Gunnison
08059,Jefferson,2,2015,45470,48086,,,,,22015Jefferson
08067,La Plata,2,2015,25691,11858,,,,,22015La Plata
08069,Larimer,2,2015,33160,49274,,,,,22015Larimer
08071,Las Animas,2,2015,,6424,,,,,22015Las Animas
08097,Pitkin,2,2015,2245,23537,,,,,22015Pitkin
08101,Pueblo,2,2015,3328,26366,,,,,22015Pueblo
08113,San Miguel,2,2015,1529,11557,,,,,22015San Miguel
08117,Summit,2,2015,6351,50009,,,,,22015Summit
08123,Weld,2,2015,10194,34889,,,,,22015Weld
,Remainder of State,2,2015,15878,97711,"Alamosa, Archuleta, Chaffee, Costilla, Grand, Lake, Las Animas, Mesa, Moffat, Montrose, Ouray, Park, Sedgwick, and Teller","Archuleta, Chaffee, Costilla, El Paso, Grand, Lake, Mesa, Montezuma, Morgan,  Ouray, Park, Routt, Saguache, San Juan and Sedgwick",,,22015Remainder of State
08041,El Paso,2,2015,142988,,,,,,22015El Paso
08043,Fremont,2,2015,6779,,,,,,22015Fremont
08083,Montezuma,2,2015,3296,,,,,,22015Montezuma
,Route,2,2015,5104,,,,,,22015Route
08001,Adams,1,2015,13187,41848,,,,,12015Adams
08005,Arapahoe,1,2015,35071,41272,,,,,12015Arapahoe
08013,Boulder,1,2015,70604,93696,,,,,12015Boulder
08019,Clear Creek,1,2015,2331,11867,,,,,12015Clear Creek
08031,Denver,1,2015,408178,418985,,,,,12015Denver
08037,Eagle,1,2015,7794,21287,,,,,12015Eagle
08045,Garfield,1,2015,8249,16464,,,,,12015Garfield
08047,Gilpin,1,2015,922,2278,,,,,12015Gilpin
08051,Gunnison,1,2015,-350,7698,,,,,12015Gunnison
08059,Jefferson,1,2015,51671,56419,,,,,12015Jefferson
08067,La Plata,1,2015,14932,24406,,,,,12015La Plata
08069,Larimer,1,2015,33837,47766,,,,,12015Larimer
08097,Pitkin,1,2015,2321,16837,,,,,12015Pitkin
08101,Pueblo,1,2015,17165,38458,,,,,12015Pueblo
,Route,1,2015,4961,14752,,,,,12015Route
08113,San Miguel,1,2015,1559,10158,,,,,12015San Miguel
08117,Summit,1,2015,7089,27756,,,,,12015Summit
08123,Weld,1,2015,13850,31015,,,,,12015Weld
,Remainder of State,1,2015,17241,62071,"Alamosa, Archuleta, Chaffee, Costilla, Grand, Lake, Las Animas, Mesa, Moffat, Montrose, Ouray, Park, Sedgwick, and Teller","Archuleta, Chaffee, Costilla, El Paso, Grand, Lake, Las Animas, Montezuma, Morgan,  Ouray, Park, Saguache, and Sedgwick",,,12015Remainder of State
08041,El Paso,1,2015,169625,,,,,,12015El Paso
08043,Fremont,1,2015,5735,,,,,,12015Fremont
08083,Montezuma,1,2015,3276,,,,,,12015Montezuma
08001,Adams,12,2014,13462,38490,,,,,122014Adams
08005,Arapahoe,12,2014,26638,23467,,,,,122014Arapahoe
08013,Boulder,12,2014,64733,91020,,,,,122014Boulder
08019,Clear Creek,12,2014,2585,8630,,,,,122014Clear Creek
08031,Denver,12,2014,369967,419829,,,,,122014Denver
08037,Eagle,12,2014,6806,10836,,,,,122014Eagle
08045,Garfield,12,2014,7911,14475,,,,,122014Garfield
08051,Gunnison,12,2014,1663,3215,,,,,122014Gunnison
08059,Jefferson,12,2014,46641,47216,,,,,122014Jefferson
08067,La Plata,12,2014,12529,18997,,,,,122014La Plata
08069,Larimer,12,2014,31622,43355,,,,,122014Larimer
08097,Pitkin,12,2014,2135,6478,,,,,122014Pitkin
08101,Pueblo,12,2014,12066,39350,,,,,122014Pueblo
08113,San Miguel,12,2014,532,4453,,,,,122014San Miguel
08117,Summit,12,2014,4417,22938,,,,,122014Summit
08123,Weld,12,2014,8877,28156,,,,,122014Weld
,Remainder of State,12,2014,22944,56559,"Alamosa, Archuleta, Chaffee, Costilla, Gilpin, Lake, Mesa, Moffat, Montezuma, Montrose, Ouray, Park, Routt, Sedgwick, and Teller","Archuleta, Chaffee, Costilla, El Paso, Gilpin, Lake, Las Animas, Ouray, Park, Routt, Saguache, and Sedgwick",,,122014Remainder of State
08041,El Paso,12,2014,133682,,,,,,122014El Paso
08043,Fremont,12,2014,3261,,,,,,122014Fremont
08013,Boulder,11,2014,70690,99827,,,,,112014Boulder
08019,Clear Creek,11,2014,2916,8868,,,,,112014Clear Creek
08031,Denver,11,2014,480683,424815,,,,,112014Denver
08037,Eagle,11,2014,8584,10563,,,,,112014Eagle
08045,Garfield,11,2014,12527,15391,,,,,112014Garfield
08051,Gunnison,11,2014,,5371,,,,,112014Gunnison
08059,Jefferson,11,2014,48972,48372,,,,,112014Jefferson
08069,Larimer,11,2014,32168,43276,,,,,112014Larimer
08097,Pitkin,11,2014,2430,7001,,,,,112014Pitkin
08101,Pueblo,11,2014,6543,32693,,,,,112014Pueblo
08113,San Miguel,11,2014,1016,8259,,,,,112014San Miguel
08117,Summit,11,2014,4996,16271,,,,,112014Summit
08123,Weld,11,2014,10471,32041,,,,,112014Weld
,Remainder of State,11,2014,26866,135502,"Alamosa, Archuleta, Chaffee, Costilla, Gilpin, Grand, Gunnison, Lake, Mesa, Moffat, Montezuma, Montrose, Morgan, Ouray, Park, Routt, Saguache, Sedgwick, and Teller","Adams, Arapohoe, Archuleta, Chaffee, El Paso, Gilpin, La Plata, Lake, Morgan, Ouray, Park, Routt, Saguache and Sedgwick",,,112014Remainder of State
08001,Adams,11,2014,13305,,,,,,112014Adams
08005,Arapahoe,11,2014,30817,,,,,,112014Arapahoe
08041,El Paso,11,2014,154894,,,,,,112014El Paso
08043,Fremont,11,2014,4563,,,,,,112014Fremont
08067,La Plata,11,2014,15890,,,,,,112014La Plata
08013,Boulder,10,2014,84153,101499,,,,,102014Boulder
08019,Clear Creek,10,2014,2880,11083,,,,,102014Clear Creek
08031,Denver,10,2014,420245,406376,,,,,102014Denver
08037,Eagle,10,2014,1551,11167,,,,,102014Eagle
08045,Garfield,10,2014,16510,16001,,,,,102014Garfield
08047,Gilpin,10,2014,1105,3775,,,,,102014Gilpin
08051,Gunnison,10,2014,,7460,,,,,102014Gunnison
08059,Jefferson,10,2014,51577,47728,,,,,102014Jefferson
08069,Larimer,10,2014,35881,39779,,,,,102014Larimer
08097,Pitkin,10,2014,3177,9033,,,,,102014Pitkin
08101,Pueblo,10,2014,7051,56126,,,,,102014Pueblo
08113,San Miguel,10,2014,1423,14825,,,,,102014San Miguel
08117,Summit,10,2014,6128,21294,,,,,102014Summit
08123,Weld,10,2014,8152,34036,,,,,102014Weld
,Remainder of State,10,2014,21210,106734,"Alamosa, Archuleta, Chaffee, Costilla, Grand, Gunnison, Lake, Mesa,    Moffat, Montrose, Morgan, Ouray, Park, Saguache, Sedgwick, and Teller","Adams, Archuleta, Chaffee, El Paso, La Plata, Lake, Morgan, Ouray, Park, Routt, Saguache and Sedgwick",,,102014Remainder of State
08001,Adams,10,2014,12759,,,,,,102014Adams
08005,Arapahoe,10,2014,28941,,,,,,102014Arapahoe
08041,El Paso,10,2014,170037,,,,,,102014El Paso
08043,Fremont,10,2014,7602,,,,,,102014Fremont
