county,Month,Year,Med_Tax_Rev,Rec_Tax_Rev,Med_RemainderOfState_Counties,Rec_RemainderOfState_Counties,Med_Blank_Code,Rec_Blank_Code,ID
Gunnison,2,2015,587,9075,,,,,22015Gunnison
Jefferson,2,2015,45470,48086,,,,,22015Jefferson
La Plata,2,2015,25691,11858,,,,,22015La Plata
Larimer,2,2015,33160,49274,,,,,22015Larimer
Las Animas,2,2015,,6424,,,,,22015Las Animas
Pitkin,2,2015,2245,23537,,,,,22015Pitkin
Pueblo,2,2015,3328,26366,,,,,22015Pueblo
San Miguel,2,2015,1529,11557,,,,,22015San Miguel
Summit,2,2015,6351,50009,,,,,22015Summit
Weld,2,2015,10194,34889,,,,,22015Weld
Remainder of State,2,2015,15878,97711,"Alamosa, Archuleta, Chaffee, Costilla, Grand, Lake, Las Animas, Mesa, Moffat, Montrose, Ouray, Park, Sedgwick, and Teller","Archuleta, Chaffee, Costilla, El Paso, Grand, Lake, Mesa, Montezuma, Morgan,  Ouray, Park, Routt, Saguache, San Juan and Sedgwick",,,22015Remainder of State
El Paso,2,2015,142988,,,,,,22015El Paso
Fremont,2,2015,6779,,,,,,22015Fremont
Montezuma,2,2015,3296,,,,,,22015Montezuma
Route,2,2015,5104,,,,,,22015Route
Adams,1,2015,13187,41848,,,,,12015Adams
Arapahoe,1,2015,35071,41272,,,,,12015Arapahoe
Boulder,1,2015,70604,93696,,,,,12015Boulder
Clear Creek,1,2015,2331,11867,,,,,12015Clear Creek
Denver,1,2015,408178,418985,,,,,12015Denver
Eagle,1,2015,7794,21287,,,,,12015Eagle
Garfield,1,2015,8249,16464,,,,,12015Garfield
Gilpin,1,2015,922,2278,,,,,12015Gilpin
Gunnison,1,2015,-350,7698,,,,,12015Gunnison
Jefferson,1,2015,51671,56419,,,,,12015Jefferson
La Plata,1,2015,14932,24406,,,,,12015La Plata
Larimer,1,2015,33837,47766,,,,,12015Larimer
Pitkin,1,2015,2321,16837,,,,,12015Pitkin
Pueblo,1,2015,17165,38458,,,,,12015Pueblo
Route,1,2015,4961,14752,,,,,12015Route
San Miguel,1,2015,1559,10158,,,,,12015San Miguel
Summit,1,2015,7089,27756,,,,,12015Summit
Weld,1,2015,13850,31015,,,,,12015Weld
Remainder of State,1,2015,17241,62071,"Alamosa, Archuleta, Chaffee, Costilla, Grand, Lake, Las Animas, Mesa, Moffat, Montrose, Ouray, Park, Sedgwick, and Teller","Archuleta, Chaffee, Costilla, El Paso, Grand, Lake, Las Animas, Montezuma, Morgan,  Ouray, Park, Saguache, and Sedgwick",,,12015Remainder of State
El Paso,1,2015,169625,,,,,,12015El Paso
Fremont,1,2015,5735,,,,,,12015Fremont
Montezuma,1,2015,3276,,,,,,12015Montezuma
Adams,12,2014,13462,38490,,,,,122014Adams
Arapahoe,12,2014,26638,23467,,,,,122014Arapahoe
Boulder,12,2014,64733,91020,,,,,122014Boulder
Clear Creek,12,2014,2585,8630,,,,,122014Clear Creek
Denver,12,2014,369967,419829,,,,,122014Denver
Eagle,12,2014,6806,10836,,,,,122014Eagle
Garfield,12,2014,7911,14475,,,,,122014Garfield
Gunnison,12,2014,1663,3215,,,,,122014Gunnison
Jefferson,12,2014,46641,47216,,,,,122014Jefferson
La Plata,12,2014,12529,18997,,,,,122014La Plata
Larimer,12,2014,31622,43355,,,,,122014Larimer
Pitkin,12,2014,2135,6478,,,,,122014Pitkin
Pueblo,12,2014,12066,39350,,,,,122014Pueblo
San Miguel,12,2014,532,4453,,,,,122014San Miguel
Summit,12,2014,4417,22938,,,,,122014Summit
Weld,12,2014,8877,28156,,,,,122014Weld
Remainder of State,12,2014,22944,56559,"Alamosa, Archuleta, Chaffee, Costilla, Gilpin, Lake, Mesa, Moffat, Montezuma, Montrose, Ouray, Park, Routt, Sedgwick, and Teller","Archuleta, Chaffee, Costilla, El Paso, Gilpin, Lake, Las Animas, Ouray, Park, Routt, Saguache, and Sedgwick",,,122014Remainder of State
El Paso,12,2014,133682,,,,,,122014El Paso
Fremont,12,2014,3261,,,,,,122014Fremont
Boulder,11,2014,70690,99827,,,,,112014Boulder
Clear Creek,11,2014,2916,8868,,,,,112014Clear Creek
Denver,11,2014,480683,424815,,,,,112014Denver
Eagle,11,2014,8584,10563,,,,,112014Eagle
Garfield,11,2014,12527,15391,,,,,112014Garfield
Gunnison,11,2014,,5371,,,,,112014Gunnison
Jefferson,11,2014,48972,48372,,,,,112014Jefferson
Larimer,11,2014,32168,43276,,,,,112014Larimer
Pitkin,11,2014,2430,7001,,,,,112014Pitkin
Pueblo,11,2014,6543,32693,,,,,112014Pueblo
San Miguel,11,2014,1016,8259,,,,,112014San Miguel
Summit,11,2014,4996,16271,,,,,112014Summit
Weld,11,2014,10471,32041,,,,,112014Weld
Remainder of State,11,2014,26866,135502,"Alamosa, Archuleta, Chaffee, Costilla, Gilpin, Grand, Gunnison, Lake, Mesa, Moffat, Montezuma, Montrose, Morgan, Ouray, Park, Routt, Saguache, Sedgwick, and Teller","Adams, Arapohoe, Archuleta, Chaffee, El Paso, Gilpin, La Plata, Lake, Morgan, Ouray, Park, Routt, Saguache and Sedgwick",,,112014Remainder of State
Adams,11,2014,13305,,,,,,112014Adams
Arapahoe,11,2014,30817,,,,,,112014Arapahoe
El Paso,11,2014,154894,,,,,,112014El Paso
Fremont,11,2014,4563,,,,,,112014Fremont
La Plata,11,2014,15890,,,,,,112014La Plata
Boulder,10,2014,84153,101499,,,,,102014Boulder
Clear Creek,10,2014,2880,11083,,,,,102014Clear Creek
Denver,10,2014,420245,406376,,,,,102014Denver
Eagle,10,2014,1551,11167,,,,,102014Eagle
Garfield,10,2014,16510,16001,,,,,102014Garfield
Gilpin,10,2014,1105,3775,,,,,102014Gilpin
Gunnison,10,2014,,7460,,,,,102014Gunnison
Jefferson,10,2014,51577,47728,,,,,102014Jefferson
Larimer,10,2014,35881,39779,,,,,102014Larimer
Pitkin,10,2014,3177,9033,,,,,102014Pitkin
Pueblo,10,2014,7051,56126,,,,,102014Pueblo
San Miguel,10,2014,1423,14825,,,,,102014San Miguel
Summit,10,2014,6128,21294,,,,,102014Summit
Weld,10,2014,8152,34036,,,,,102014Weld
Remainder of State,10,2014,21210,106734,"Alamosa, Archuleta, Chaffee, Costilla, Grand, Gunnison, Lake, Mesa,    Moffat, Montrose, Morgan, Ouray, Park, Saguache, Sedgwick, and Teller","Adams, Archuleta, Chaffee, El Paso, La Plata, Lake, Morgan, Ouray, Park, Routt, Saguache and Sedgwick",,,102014Remainder of State
Adams,10,2014,12759,,,,,,102014Adams
Arapahoe,10,2014,28941,,,,,,102014Arapahoe
El Paso,10,2014,170037,,,,,,102014El Paso
Fremont,10,2014,7602,,,,,,102014Fremont
La Plata,10,2014,19256,,,,,,102014La Plata
Montezuma,10,2014,3497,,,,,,102014Montezuma
Routt,10,2014,5495,,,,,,102014Routt
Adams,9,2014,13510,,,,,,92014Adams
Arapahoe,9,2014,32668,,,,,,92014Arapahoe
Boulder,9,2014,79049,,,,,,92014Boulder
Chaffee,9,2014,2607,,,,,,92014Chaffee
Clear Creek,9,2014,2886,,,,,,92014Clear Creek
Denver,9,2014,434878,,,,,,92014Denver
Eagle,9,2014,6685,,,,,,92014Eagle
El Paso,9,2014,177673,,,,,,92014El Paso
Fremont,9,2014,6973,,,,,,92014Fremont
Garfield,9,2014,14370,,,,,,92014Garfield
Gilpin,9,2014,1179,,,,,,92014Gilpin
Jefferson,9,2014,52806,,,,,,92014Jefferson
La Plata,9,2014,16366,,,,,,92014La Plata
Larimer,9,2014,32046,,,,,,92014Larimer
Montezuma,9,2014,3669,,,,,,92014Montezuma
Pitkin,9,2014,3356,,,,,,92014Pitkin
Pueblo,9,2014,11639,,,,,,92014Pueblo
Routt,9,2014,10693,,,,,,92014Routt
San Miguel,9,2014,1299,,,,,,92014San Miguel
Summit,9,2014,4790,,,,,,92014Summit
Weld,9,2014,7631,,,,,,92014Weld
Remainder of State,9,2014,19034,,"Alamosa, Archuleta, Costilla, Grand, Gunnison, Lake, Mesa, Moffat, Montrose, Ouray, Park, Saguache and Sedgwick",,,,92014Remainder of State
Boulder,8,2014,71626,92421,,,,,82014Boulder
Clear Creek,8,2014,3050,13876,,,,,82014Clear Creek
Denver,8,2014,376061,395192,,,,,82014Denver
Garfield,8,2014,11816,11386,,,,,82014Garfield
Gilpin,8,2014,964,4192,,,,,82014Gilpin
Gunnison,8,2014,,6326,,,,,82014Gunnison
Jefferson,8,2014,46348,44949,,,,,82014Jefferson
Larimer,8,2014,29607,34481,,,,,82014Larimer
Pitkin,8,2014,4435,14460,,,,,82014Pitkin
Pueblo,8,2014,16490,53501,,,,,82014Pueblo
San Miguel,8,2014,1823,20475,,,,,82014San Miguel
Summit,8,2014,5149,28848,,,,,82014Summit
Weld,8,2014,9092,33072,,,,,82014Weld
Remainder of State,8,2014,14232,67899,"Alamosa, Archuleta, Costilla, Grand, Gunnison, Lake, Mesa, Moffat, Montrose, Ouray, Park, Routt and Sedgwick","Adams, Eagle, Lake, Ouray, Park, Routt and Sedgwick.",,,82014Remainder of State
Adams,8,2014,12684,,,,,,82014Adams
Arapahoe,8,2014,31401,,,,,,82014Arapahoe
Chaffee,8,2014,4228,,,,,,82014Chaffee
Eagle,8,2014,3377,,,,,,82014Eagle
El Paso,8,2014,168736,,,,,,82014El Paso
Fremont,8,2014,7310,,,,,,82014Fremont
La Plata,8,2014,16929,,,,,,82014La Plata
Montezuma,8,2014,3354,,,,,,82014Montezuma
Boulder,7,2014,63803,77019,,,,,72014Boulder
Clear Creek,7,2014,2747,11442,,,,,72014Clear Creek
Denver,7,2014,378415,366377,,,,,72014Denver
Garfield,7,2014,11069,11409,,,,,72014Garfield
Gilpin,7,2014,1269,5234,,,,,72014Gilpin
Jefferson,7,2014,49197,40723,,,,,72014Jefferson
Pitkin,7,2014,2363,9296,,,,,72014Pitkin
Pueblo,7,2014,8823,50988,,,,,72014Pueblo
San Miguel,7,2014,2035,9295,,,,,72014San Miguel
Summit,7,2014,5031,19959,,,,,72014Summit
Weld,7,2014,13084,22550,,,,,72014Weld
Remainder of State,7,2014,20933,75816,"Alamosa, Archuleta, Costilla, Grand, Gunnison, Lake, Mesa, Moffat, Montrose, Ouray, Park, Routt and Sedgwick","Adams, Eagle, Gunnison, Lake, Larimer, Ouray, Park, Routt and Sedgwick.",,,72014Remainder of State
Adams,7,2014,12144,,,,,,72014Adams
Arapahoe,7,2014,28959,,,,,,72014Arapahoe
Chaffee,7,2014,2939,,,,,,72014Chaffee
Eagle,7,2014,3903,,,,,,72014Eagle
El Paso,7,2014,158300,,,,,,72014El Paso
Fremont,7,2014,11845,,,,,,72014Fremont
La Plata,7,2014,16104,,,,,,72014La Plata
Larimer,7,2014,32545,,,,,,72014Larimer
Montezuma,7,2014,5352,,,,,,72014Montezuma
Boulder,6,2014,75248,66999,,,,,62014Boulder
Clear Creek,6,2014,2768,11848,,,,,62014Clear Creek
Denver,6,2014,448749,330940,,,,,62014Denver
Garfield,6,2014,14261,8462,,,,,62014Garfield
Gilpin,6,2014,1298,3911,,,,,62014Gilpin
Jefferson,6,2014,51392,40920,,,,,62014Jefferson
Pitkin,6,2014,4027,5360,,,,,62014Pitkin
Pueblo,6,2014,13263,41559,,,,,62014Pueblo
San Miguel,6,2014,1863,7740,,,,,62014San Miguel
Summit,6,2014,5659,31904,,,,,62014Summit
Weld,6,2014,14504,20016,,,,,62014Weld
Remainder of State,6,2014,16146,72464,"Alamosa, Archuleta, Costilla, Grand, Gunnison, Lake, Mesa, Moffat, Montrose, Ouray, Park, and Sedgwick.","Adams, Eagle, Gunnison, Lake, Larimer, Ouray, Park, and Routt.",,,62014Remainder of State
Adams,6,2014,19753,,,,,,62014Adams
Arapahoe,6,2014,29480,,,,,,62014Arapahoe
Chaffee,6,2014,3066,,,,,,62014Chaffee
Eagle,6,2014,5326,,,,,,62014Eagle
El Paso,6,2014,161302,,,,,,62014El Paso
Fremont,6,2014,4663,,,,,,62014Fremont
La Plata,6,2014,15120,,,,,,62014La Plata
Larimer,6,2014,30427,,,,,,62014Larimer
Montezuma,6,2014,4176,,,,,,62014Montezuma
Routt,6,2014,4761,,,,,,62014Routt
Boulder,5,2014,88590,53566,,,,,52014Boulder
Clear Creek,5,2014,2632,9153,,,,,52014Clear Creek
Denver,5,2014,421106,384369,,,,,52014Denver
Gilpin,5,2014,1214,3791,,,,,52014Gilpin
Jefferson,5,2014,67475,39183,,,,,52014Jefferson
Pitkin,5,2014,4325,6714,,,,,52014Pitkin
Pueblo,5,2014,11468,32603,,,,,52014Pueblo
San Miguel,5,2014,1429,6034,,,,,52014San Miguel
Summit,5,2014,8120,22761,,,,,52014Summit
Weld,5,2014,14716,14974,,,,,52014Weld
Remainder of State,5,2014,19731,66580,"Alamosa, Archuleta, Chaffee, Costilla, Grand, Gunnison, Lake, Mesa, Moffat, Montrose, Ouray, Park, Saguache, Sedgwick, and Teller","Adams, Garfield, Gunnison, Lake, Larimer, Ouray, Park, and Routt.",,,52014Remainder of State
Adams,5,2014,6351,,,,,,52014Adams
Arapahoe,5,2014,38484,,,,,,52014Arapahoe
Eagle,5,2014,8591,,,,,,52014Eagle
El Paso,5,2014,144236,,,,,,52014El Paso
Fremont,5,2014,5689,,,,,,52014Fremont
Garfield,5,2014,10033,,,,,,52014Garfield
La Plata,5,2014,22917,,,,,,52014La Plata
Larimer,5,2014,35514,,,,,,52014Larimer
Montezuma,5,2014,2134,,,,,,52014Montezuma
Routt,5,2014,5227,,,,,,52014Routt
Boulder,4,2014,94702,40136,,,,,42014Boulder
Clear Creek,4,2014,3982,15972,,,,,42014Clear Creek
Denver,4,2014,489964,295126,,,,,42014Denver
Gilpin,4,2014,970,3968,,,,,42014Gilpin
Jefferson,4,2014,57720,30120,,,,,42014Jefferson
Pueblo,4,2014,14555,51330,,,,,42014Pueblo
San Miguel,4,2014,3177,9620,,,,,42014San Miguel
Summit,4,2014,6003,29054,,,,,42014Summit
Remainder of State,4,2014,23768,94179,"Alamosa, Archuleta, Chaffee, Costilla, Gunnison, Lake, Mesa, Moffat, Montezuma, Montrose, Ouray, Park, Saguache, and Sedgwick.","Adams, Garfield, Gunnison, Lake, Ouray, Park, Pitkin, Routt, and Weld.",,,42014Remainder of State
Adams,4,2014,13534,,,,,,42014Adams
Arapahoe,4,2014,29504,,,,,,42014Arapahoe
Eagle,4,2014,4867,,,,,,42014Eagle
El Paso,4,2014,155230,,,,,,42014El Paso
Fremont,4,2014,6589,,,,,,42014Fremont
Garfield,4,2014,13101,,,,,,42014Garfield
La Plata,4,2014,16639,,,,,,42014La Plata
Larimer,4,2014,32081,,,,,,42014Larimer
Pitkin,4,2014,11125,,,,,,42014Pitkin
Routt,4,2014,5928,,,,,,42014Routt
Weld,4,2014,16461,,,,,,42014Weld
Clear Creek,3,2014,2845,12491,,,,,32014Clear Creek
Denver,3,2014,483432,245709,,,,,32014Denver
Gilpin,3,2014,918,6833,,,,,32014Gilpin
Jefferson,3,2014,55944,24961,,,,,32014Jefferson
Pueblo,3,2014,14683,15262,,,,,32014Pueblo
San Miguel,3,2014,5016,5786,,,,,32014San Miguel
Summit,3,2014,9343,31584,,,,,32014Summit
Remainder of State,3,2014,16668,95627,"Alamosa, Archuleta, Chaffee, Costilla, Grand, Gunnison, Lake, Mesa, Moffat, Montrose, Ouray, Park, Saguache, Sedgwick, and Teller","Adams, Boulder, Garfield, Gunnison, Lake, Ouray, Park, Routt, and Weld",,,32014Remainder of State
Adams,3,2014,14491,,,,,,32014Adams
Arapahoe,3,2014,30854,,,,,,32014Arapahoe
Boulder,3,2014,104687,,,,,,32014Boulder
Eagle,3,2014,8289,,,,,,32014Eagle
El Paso,3,2014,177929,,,,,,32014El Paso
Fremont,3,2014,5063,,,,,,32014Fremont
Garfield,3,2014,10626,,,,,,32014Garfield
La Plata,3,2014,13041,,,,,,32014La Plata
Larimer,3,2014,33897,,,,,,32014Larimer
Montezuma,3,2014,2651,,,,,,32014Montezuma
Pitkin,3,2014,2398,,,,,,32014Pitkin
Routt,3,2014,9018,,,,,,32014Routt
Weld,3,2014,20383,,,,,,32014Weld
Clear Creek,2,2014,3952,12770,,,,,22014Clear Creek
Denver,2,2014,442941,256756,,,,,22014Denver
Gilpin,2,2014,1269,5380,,,,,22014Gilpin
Jefferson,2,2014,54443,24416,,,,,22014Jefferson
San Miguel,2,2014,2319,12121,,,,,22014San Miguel
Summit,2,2014,7681,37274,,,,,22014Summit
Remainder of State,2,2014,10067,67972,"Alamosa, Archuleta, Costilla, Grand, Lake, Mesa, Moffat, Montrose, Ouray, Park, Sedgwick, and Teller","Adams, Garfield, Lake, Park, Pueblo, Routt, and Weld.",,,22014Remainder of State
Adams,2,2014,18254,,,,,,22014Adams
Arapahoe,2,2014,25951,,,,,,22014Arapahoe
Boulder,2,2014,97913,,,,,,22014Boulder
Chaffee,2,2014,2338,,,,,,22014Chaffee
Eagle,2,2014,4141,,,,,,22014Eagle
El Paso,2,2014,141447,,,,,,22014El Paso
Fremont,2,2014,4726,,,,,,22014Fremont
Garfield,2,2014,16674,,,,,,22014Garfield
Gunnison,2,2014,1992,,,,,,22014Gunnison
La Plata,2,2014,13422,,,,,,22014La Plata
Larimer,2,2014,21404,,,,,,22014Larimer
Montezuma,2,2014,4266,,,,,,22014Montezuma
Pitkin,2,2014,6999,,,,,,22014Pitkin
Pueblo,2,2014,6249,,,,,,22014Pueblo
Routt,2,2014,4171,,,,,,22014Routt
Weld,2,2014,20901,,,,,,22014Weld
Adams,9,2019,20297,,,,,,92019Adams
Alamosa,9,2019,,,,,NR,,92019Alamosa
Arapahoe,9,2019,26477,,,,,,92019Arapahoe
Boulder,9,2019,35837,,,,,,92019Boulder
Chaffee,9,2019,,,,,NR,,92019Chaffee
Clear Creek,9,2019,,,,,NR,,92019Clear Creek
Delta,9,2019,,,,,NR,,92019Delta
Denver,9,2019,362152,,,,,,92019Denver
Eagle,9,2019,2970,,,,,,92019Eagle
El Paso,9,2019,308682,,,,,,92019El Paso
Fremont,9,2019,,,,,NR,,92019Fremont
Garfield,9,2019,2990,,,,,,92019Garfield
Grand,9,2019,,,,,NR,,92019Grand
Jefferson,9,2019,43135,,,,,,92019Jefferson
La Plata,9,2019,,,,,NR,,92019La Plata
Larimer,9,2019,22385,,,,,,92019Larimer
Las Animas,9,2019,1558,,,,,,92019Las Animas
Mesa,9,2019,,,,,NR,,92019Mesa
Moffat,9,2019,,,,,NR,,92019Moffat
Montezuma,9,2019,,,,,NR,,92019Montezuma
Montrose,9,2019,,,,,NR,,92019Montrose
Morgan,9,2019,,,,,NR,,92019Morgan
Otero,9,2019,,,,,NR,,92019Otero
Park,9,2019,,,,,NR,,92019Park
Pitkin,9,2019,,,,,NR,,92019Pitkin
Pueblo,9,2019,28451,,,,,,92019Pueblo
Routt,9,2019,4263,,,,,,92019Routt
San Miguel,9,2019,,,,,NR,,92019San Miguel
Sedgwick,9,2019,,,,,NR,,92019Sedgwick
Summit,9,2019,3486,,,,,,92019Summit
Weld,9,2019,9856,,,,,,92019Weld
Sum of NR Counties,9,2019,23362,,,,,,92019Sum of NR Counties
Adams,10,2019,20498,,,,,,102019Adams
Alamosa,10,2019,,,,,NR,,102019Alamosa
Arapahoe,10,2019,23973,,,,,,102019Arapahoe
Boulder,10,2019,32954,,,,,,102019Boulder
Chaffee,10,2019,,,,,NR,,102019Chaffee
Clear Creek,10,2019,331,,,,,,102019Clear Creek
Delta,10,2019,,,,,NR,,102019Delta
Denver,10,2019,352082,,,,,,102019Denver
Eagle,10,2019,2603,,,,,,102019Eagle
El Paso,10,2019,278351,,,,,,102019El Paso
Fremont,10,2019,7840,,,,,,102019Fremont
Garfield,10,2019,2960,,,,,,102019Garfield
Grand,10,2019,,,,,NR,,102019Grand
Jefferson,10,2019,36904,,,,,,102019Jefferson
La Plata,10,2019,,,,,NR,,102019La Plata
Larimer,10,2019,23181,,,,,,102019Larimer
Las Animas,10,2019,732,,,,,,102019Las Animas
Mesa,10,2019,,,,,NR,,102019Mesa
Moffat,10,2019,,,,,NR,,102019Moffat
Montezuma,10,2019,,,,,NR,,102019Montezuma
Montrose,10,2019,,,,,NR,,102019Montrose
Morgan,10,2019,,,,,NR,,102019Morgan
Otero,10,2019,,,,,NR,,102019Otero
Park,10,2019,,,,,NR,,102019Park
Pitkin,10,2019,,,,,NR,,102019Pitkin
Pueblo,10,2019,26742,,,,,,102019Pueblo
Routt,10,2019,4308,,,,,,102019Routt
San Miguel,10,2019,,,,,NR,,102019San Miguel
Sedgwick,10,2019,,,,,NR,,102019Sedgwick
Summit,10,2019,2209,,,,,,102019Summit
Weld,10,2019,8978,,,,,,102019Weld
Sum of NR Counties,10,2019,19639,,,,,,102019Sum of NR Counties
Adams,11,2019,19152,,,,,,112019Adams
Alamosa,11,2019,,,,,NR,,112019Alamosa
Arapahoe,11,2019,26106,,,,,,112019Arapahoe
Boulder,11,2019,33713,,,,,,112019Boulder
Chaffee,11,2019,,,,,NR,,112019Chaffee
Clear Creek,11,2019,,,,,NR,,112019Clear Creek
Delta,11,2019,,,,,NR,,112019Delta
Denver,11,2019,338064,,,,,,112019Denver
Eagle,11,2019,2610,,,,,,112019Eagle
El Paso,11,2019,263194,,,,,,112019El Paso
Fremont,11,2019,,,,,NR,,112019Fremont
Garfield,11,2019,2413,,,,,,112019Garfield
Grand,11,2019,,,,,NR,,112019Grand
Jefferson,11,2019,33383,,,,,,112019Jefferson
La Plata,11,2019,,,,,NR,,112019La Plata
Larimer,11,2019,19621,,,,,,112019Larimer
Las Animas,11,2019,674,,,,,,112019Las Animas
Mesa,11,2019,,,,,NR,,112019Mesa
Moffat,11,2019,,,,,NR,,112019Moffat
Montezuma,11,2019,,,,,NR,,112019Montezuma
Montrose,11,2019,,,,,NR,,112019Montrose
Morgan,11,2019,,,,,NR,,112019Morgan
Otero,11,2019,,,,,NR,,112019Otero
Park,11,2019,,,,,NR,,112019Park
Pitkin,11,2019,,,,,NR,,112019Pitkin
Pueblo,11,2019,22045,,,,,,112019Pueblo
Routt,11,2019,4478,,,,,,112019Routt
San Miguel,11,2019,,,,,NR,,112019San Miguel
Sedgwick,11,2019,,,,,NR,,112019Sedgwick
Summit,11,2019,2063,,,,,,112019Summit
Weld,11,2019,8923,,,,,,112019Weld
Sum of NR Counties,11,2019,22938,,,,,,112019Sum of NR Counties
Mineral,11,2019,,,,,,,112019Mineral
Teller,11,2019,,,,,,,112019Teller
Custer,11,2019,,,,,,,112019Custer
Costilla,11,2019,,,,,,,112019Costilla
Dolores,11,2019,,,,,,,112019Dolores
Baca,11,2019,,,,,,,112019Baca
Saguache,11,2019,,,,,,,112019Saguache
Kiowa,11,2019,,,,,,,112019Kiowa
Ouray,11,2019,,,,,,,112019Ouray
Lake,11,2019,,,,,,,112019Lake
Cheyenne,11,2019,,,,,,,112019Cheyenne
Prowers,11,2019,,,,,,,112019Prowers
Hinsdale,11,2019,,,,,,,112019Hinsdale
Phillips,11,2019,,,,,,,112019Phillips
Archuleta,11,2019,,,,,,,112019Archuleta
San Juan,11,2019,,,,,,,112019San Juan
Logan,11,2019,,,,,,,112019Logan
Kit Carson,11,2019,,,,,,,112019Kit Carson
Elbert,11,2019,,,,,,,112019Elbert
Conejos,11,2019,,,,,,,112019Conejos
Broomfield,11,2019,,,,,,,112019Broomfield
Washington,11,2019,,,,,,,112019Washington
Bent,11,2019,,,,,,,112019Bent
Rio Grande,11,2019,,,,,,,112019Rio Grande
Huerfano,11,2019,,,,,,,112019Huerfano
Lincoln,11,2019,,,,,,,112019Lincoln
Gunnison,11,2019,,,,,,,112019Gunnison
Gilpin,11,2019,,,,,,,112019Gilpin
Crowley,11,2019,,,,,,,112019Crowley
Rio Blanco,11,2019,,,,,,,112019Rio Blanco
Yuma,11,2019,,,,,,,112019Yuma
Douglas,11,2019,,,,,,,112019Douglas
Jackson,11,2019,,,,,,,112019Jackson
Phillips,1,2020,,,,,,,12020Phillips
Douglas,1,2020,,,,,,,12020Douglas
Mesa,1,2020,,,,,NR,,12020Mesa
La Plata,1,2020,,,,,NR,,12020La Plata
Mineral,1,2020,,,,,,,12020Mineral
Broomfield,1,2020,,,,,,,12020Broomfield
Grand,1,2020,,,,,NR,,12020Grand
Lake,1,2020,,,,,,,12020Lake
Dolores,1,2020,,,,,,,12020Dolores
Saguache,1,2020,,,,,,,12020Saguache
Moffat,1,2020,,,,,NR,,12020Moffat
Huerfano,1,2020,,,,,,,12020Huerfano
Lincoln,1,2020,,,,,,,12020Lincoln
Conejos,1,2020,,,,,,,12020Conejos
Cheyenne,1,2020,,,,,,,12020Cheyenne
Baca,1,2020,,,,,,,12020Baca
Ouray,1,2020,,,,,,,12020Ouray
Rio Grande,1,2020,,,,,,,12020Rio Grande
Alamosa,1,2020,,,,,NR,,12020Alamosa
San Miguel,1,2020,,,,,NR,,12020San Miguel
Kit Carson,1,2020,,,,,,,12020Kit Carson
Washington,1,2020,,,,,,,12020Washington
Kiowa,1,2020,,,,,,,12020Kiowa
Yuma,1,2020,,,,,,,12020Yuma
Elbert,1,2020,,,,,,,12020Elbert
Sedgwick,1,2020,,,,,NR,,12020Sedgwick
San Juan,1,2020,,,,,,,12020San Juan
Archuleta,1,2020,,,,,,,12020Archuleta
Delta,1,2020,,,,,NR,,12020Delta
Fremont,1,2020,,,,,NR,,12020Fremont
Montrose,1,2020,,,,,NR,,12020Montrose
Gilpin,1,2020,,,,,,,12020Gilpin
Clear Creek,1,2020,,,,,NR,,12020Clear Creek
Otero,1,2020,,,,,NR,,12020Otero
Park,1,2020,,,,,NR,,12020Park
Logan,1,2020,,,,,,,12020Logan
Custer,1,2020,,,,,,,12020Custer
Bent,1,2020,,,,,,,12020Bent
Prowers,1,2020,,,,,,,12020Prowers
Hinsdale,1,2020,,,,,,,12020Hinsdale
Costilla,1,2020,,,,,,,12020Costilla
Rio Blanco,1,2020,,,,,,,12020Rio Blanco
Chaffee,1,2020,,,,,NR,,12020Chaffee
Crowley,1,2020,,,,,,,12020Crowley
Jackson,1,2020,,,,,,,12020Jackson
Montezuma,1,2020,,,,,NR,,12020Montezuma
Teller,1,2020,,,,,,,12020Teller
Gunnison,1,2020,,,,,,,12020Gunnison
Morgan,1,2020,,,,,NR,,12020Morgan
Broomfield,12,2019,,,,,,,122019Broomfield
Park,12,2019,,,,,NR,,122019Park
Washington,12,2019,,,,,,,122019Washington
Fremont,12,2019,,,,,NR,,122019Fremont
Montezuma,12,2019,,,,,NR,,122019Montezuma
Saguache,12,2019,,,,,,,122019Saguache
Logan,12,2019,,,,,,,122019Logan
Lincoln,12,2019,,,,,,,122019Lincoln
Teller,12,2019,,,,,,,122019Teller
Ouray,12,2019,,,,,,,122019Ouray
Las Animas,12,2019,782,,,,,,122019Las Animas
Summit,12,2019,1752,,,,,,122019Summit
Denver,12,2019,328858,,,,,,122019Denver
Gunnison,12,2019,,,,,,,122019Gunnison
Mesa,12,2019,,,,,NR,,122019Mesa
Garfield,12,2019,3097,,,,,,122019Garfield
Otero,12,2019,,,,,NR,,122019Otero
Gilpin,12,2019,,,,,,,122019Gilpin
Morgan,12,2019,,,,,NR,,122019Morgan
Crowley,12,2019,,,,,,,122019Crowley
Pueblo,12,2019,21702,,,,,,122019Pueblo
Moffat,12,2019,,,,,NR,,122019Moffat
Cheyenne,12,2019,,,,,,,122019Cheyenne
El Paso,12,2019,250347,,,,,,122019El Paso
Huerfano,12,2019,,,,,,,122019Huerfano
Jackson,12,2019,,,,,,,122019Jackson
Kit Carson,12,2019,,,,,,,122019Kit Carson
Rio Blanco,12,2019,,,,,,,122019Rio Blanco
Prowers,12,2019,,,,,,,122019Prowers
Douglas,12,2019,,,,,,,122019Douglas
